username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following
RugbyFanWales1,"b'@paul_gascoigne8 thanks gazza, that is very true. i\xe2\x80\x99m in hospital at the moment, trying to battle bipolar disorder. i will beat it, i have two little girls. they are my motivation. watching videos of you &amp; other great players from when i was younger helps to cheer me up. thanks for the memories'",no retweet username,[],2018-02-01 08:41:46+00:00,9,256
hockeychick868,"b""@justintrudeau thank you, i have been diagnosed with bipolar type ii disorder.  people sometimes treat me like i'm a bomb about to go off or i'm four years old.  it's frustrating. #bellletstalk""",no retweet username,[],2018-02-01 08:41:33+00:00,1067,1179
debibickmore,"b'@lamaleca because she wasn\xe2\x80\x99t funny! she was having some sort of manic episode. her handlers should not have let her appear tonight. not the same woman that was recently on tne view. that rose was coherent, calm, and made sense. tonight was disturbing and cringeworthy.'",no retweet username,[],2018-02-01 08:41:11+00:00,183,701
prapaha,b'sleep apnea https://t.co/psm81jbgy1',no retweet username,[],2018-02-01 08:41:05+00:00,62,76
trivediNaman12,"b'historians agree that isaac newton had bipolar disorder, autism, or schizophrenia, or some combination of all three.'",UberFacts,[],2018-02-01 08:38:00+00:00,132,385
BrettCullen_,"b'this is such a special day for me. mental illness runs in my family. not just anxiety and depression, but schitzophrenia and bipolar disorder. i hope that we can eventually stop the stigma around the ""scary"" mental illness as well #bellletstalk'",OlliviaGarden,[],2018-02-01 08:26:52+00:00,1215,1580
BipolarNBlack,b'new blog post about bipolar disorder. visit https://t.co/0nycwpaxwt https://t.co/02bqdlkarr',no retweet username,[],2018-02-01 08:15:51+00:00,9,23
bookwrite1,"b'@bipolarauthors alliance for the significant percentage of authors who also have bipolar disorder, formerly manic depressive syndrome. mental health awareness'",no retweet username,[],2018-02-01 08:11:55+00:00,19405,19542
saraaaphillips,"b'#bellletstaik because depression, anxiety, bipolar disorder, schizophrenia and the countless other mental illnesses are not \xe2\x80\x9cadjectives\xe2\x80\x9d for your everyday moods and inconveniences - they are real issues people struggle with everyday.'",alisongouldd,"[{'text': 'BellLetsTaIk', 'indices': [18, 31]}]",2018-02-01 08:11:28+00:00,373,312
CounsellingAE,"b""#timetotalkday is a great way to challenge #stigma and debunk #mentalhealth myths. here's some facts from @rethink_ about #bipolardisorder @timetochange @mindcharity @dorsetmind @bipolaruk @paulscates @mental_elf @dorsethealth @stephenfry @bipolarblogger @suebakerttc https://t.co/ngeb7ki25y""",DrAndyMayers,"[{'text': 'TimetoTalkDay', 'indices': [18, 32]}, {'text': 'stigma', 'indices': [61, 68]}, {'text': 'mentalhealth', 'indices': [80, 93]}]",2018-02-01 08:06:34+00:00,386,446
rabid_wild,"b""#bellsletstalk because we shouldn't be demonizing people with schizophrenia and bipolar disorder based on how they are portrayed in the media""",no retweet username,"[{'text': 'BellsLetsTalk', 'indices': [0, 14]}]",2018-02-01 08:01:47+00:00,281,799
1clkgtramg,"b""as we draw to a close here for #bellletstalk in #bc let's finish with a few tips for a sound sleep tonight\n\n#bipolar wellness centre video - sleep and bipolar disorder https://t.co/tzdp5e5dcd via @youtube @victoria_bpp https://t.co/fnnx3xxamv""",erin_michalak,"[{'text': 'BellLetsTalk', 'indices': [50, 63]}, {'text': 'BC', 'indices': [67, 70]}, {'text': 'Bipolar', 'indices': [127, 135]}]",2018-02-01 08:00:18+00:00,204,1492
minglesakachad,"b'my album \xe2\x80\x9cnot enough pieces\xe2\x80\x9d was titled to pay homage to my mental illness. i have a lot out there about living with bipolar &amp; major depressive disorder. i was lucky, i was in a car accident that rattled my brain free of sadness. others aren\xe2\x80\x99t so lucky, but you\xe2\x80\x99re never alone.'",DanLaMorte,[],2018-02-01 08:00:16+00:00,4525,5067
erin_michalak,"b""as we draw to a close here for #bellletstalk in #bc let's finish with a few tips for a sound sleep tonight\n\n#bipolar wellness centre video - sleep and bipolar disorder https://t.co/tzdp5e5dcd via @youtube @victoria_bpp https://t.co/fnnx3xxamv""",no retweet username,"[{'text': 'BellLetsTalk', 'indices': [31, 44]}, {'text': 'BC', 'indices': [48, 51]}]",2018-02-01 07:59:00+00:00,2803,2013
QUEENLAPIS83,b'i have to say liz was emotional her first she worries me i have to make it known she must be on meds something really is wrong with her lie adhd she has some anxiety disorder maybe bipolar #antm',no retweet username,[],2018-02-01 07:56:34+00:00,230,418
karinelleno,"b""it's #timetotalk day. let's show that we can talk about mental health anywhere. i have bipolar and borderline personality disorder""",no retweet username,"[{'text': 'TimetoTalk', 'indices': [5, 16]}]",2018-02-01 07:55:42+00:00,38,267
saleemseios,"b'#disruptive mood dysregulation disorder, here rates of conversion bipolar disorder are very low. instead, children with chronic irritability are at risk to develop unipolar depressive and/ or anxiety disorders in adulthood.'",no retweet username,"[{'text': 'disruptive', 'indices': [0, 11]}]",2018-02-01 07:55:01+00:00,355,1216
VirtualFrankie,b'#bellletstalk i am a clinically diagnosed psychopath i have both bipolar disorder and antisocial personality disorder and the one thing that helps is marijuana yet that doesn\xe2\x80\x99t seem very important to our leadership or i would have access to it wherever i am in america https://t.co/hvsyzi6gqf',CrossFollower12,"[{'text': 'BellLetsTalk', 'indices': [21, 34]}]",2018-02-01 07:54:45+00:00,5136,4992
emjanestradling,"b'pamela writes about her dual diagnosis of #bipolardisorder and #bpd, and finding inner strength: https://t.co/5tsysymg7p #mentalhealth https://t.co/9gft51zmzd'",CharitySANE,"[{'text': 'bipolardisorder', 'indices': [59, 75]}, {'text': 'bpd', 'indices': [80, 84]}]",2018-02-01 07:53:05+00:00,95,140
gracemckee,"b""@amberlportwood i have bipolar schizoaffective disorder with anxiety and depression i get it when people get angry and cannot control their anger i also get it when you're up at 3 a.m. and can't freaking sleep and then you sleep in""",no retweet username,[],2018-02-01 07:49:15+00:00,3,40
nyima1211,b'me having my manic episode during the blood moon https://t.co/xhmxp4clgr',wh0rrorific,[],2018-02-01 07:46:35+00:00,166,792
Texas_Chill,"b'my album \xe2\x80\x9cnot enough pieces\xe2\x80\x9d was titled to pay homage to my mental illness. i have a lot out there about living with bipolar &amp; major depressive disorder. i was lucky, i was in a car accident that rattled my brain free of sadness. others aren\xe2\x80\x99t so lucky, but you\xe2\x80\x99re never alone.'",DanLaMorte,[],2018-02-01 07:42:43+00:00,186,341
KyuMyMiracle,"b'@cesheeel how can you\ni love yandere, so i can accept his creepy side... but i can\'t forgive him for raping her when she was a child \xf0\x9f\x98\x90 ok, it was technically ""the other"" masato, but having bipolar disorder doesn\'t allow him to be a pedophile! also, he knew his father was molesting'",no retweet username,[],2018-02-01 07:39:14+00:00,904,130
mydomaine,"b'""the pendulum always swings"": a successful woman destigmatizes bipolar disorder \xe2\x86\x92 https://t.co/slnwf1onva https://t.co/ylik0cbuqe'",no retweet username,[],2018-02-01 07:36:38+00:00,28869,780
JacquelynMari11,"b'1. carrie fisher - actress \nsuffered from bipolar disorder most of her adult life. instead of letting it define her, she spoke and wrote to help others. she helped decrease the stigma around bipolar disorder, especially when it was relatively unheard of. \n#bellletstalk https://t.co/cpbejxxzf9'",crystaIships,[],2018-02-01 07:31:31+00:00,318,137
nurturingrowth,"b""bipolar spouses... who's taking care of you? a diagnosis of bipolar disorder demands attention. spouses, family and friends often have to cope with their loved one\xe2\x80\x99s serious mood an https://t.co/iumj0ln8g7 #therapy https://t.co/jgfqftqoad""",_carrienet_,[],2018-02-01 07:30:21+00:00,1673,3245
patriciasinglet,b'damn straight! my mental illness does not define me it\xe2\x80\x99s just one part of me \xe2\xad\x90\xef\xb8\x8f #keeptalkingmh #bellletstaik #sicknotweak #mentalhealth #anxietyproblems #bipolardisorder https://t.co/2bmnmcq5pn',vixxy_rose,"[{'text': 'KeepTalkingMH', 'indices': [96, 110]}, {'text': 'BellLetsTaIk', 'indices': [111, 124]}, {'text': 'SickNotWeak', 'indices': [125, 137]}]",2018-02-01 07:29:01+00:00,7314,4310
billdawes,b'ok @rosemcgowan is clearly having a manic episode. i\xe2\x80\x99ve seen many of them. it\xe2\x80\x99s sad bc there\xe2\x80\x99s a brilliant woman in there trapped by a distracted &amp; addled brain. \n\npeople running her shit: get her on the right meds before trotting her around like a fuckin\xe2\x80\x99 show pony\n\n#rosemcgowan',no retweet username,[],2018-02-01 07:23:34+00:00,6884,1151
OneHandedWriter,"b""@unicorn_finger not sure what the longest i've ever been awake for, i had a kind of manic episode when i started my book last july and wrote 20,000 words in 3 days without any sleep i think #bellletstalk #bellcause""",no retweet username,[],2018-02-01 07:22:13+00:00,796,905
MJHOMESALES,b'it\xe2\x80\x99s official. virginia weather has been diagnosed with \nbipolar disorder! \xf0\x9f\x98\x83\xf0\x9f\x98\xa2\xf0\x9f\x98\x83\xf0\x9f\x98\xad\xf0\x9f\x98\x81\xf0\x9f\x98\x94\xf0\x9f\x98\x81\xf0\x9f\x98\xa4\xf0\x9f\x98\x80\xf0\x9f\x98\x92\xf0\x9f\x98\x83\xf0\x9f\xa4\xac\xf0\x9f\xa4\x94 https://t.co/yexu9kidcd',no retweet username,[],2018-02-01 07:22:13+00:00,178,392
bikkigill,"b'\'my boss often told me not to ""psyche myself out"". he meant that i was the one inflicting the disease on myself.\' @nandhu_journo #skinstories #sexdis https://t.co/o9yj4p26qq'",povmumbai,[],2018-02-01 07:19:24+00:00,1587,821
BipolarNBlack,b'new blog post about bipolar disorder. visit https://t.co/0nycwpaxwt https://t.co/gbbfz0x3xy',no retweet username,[],2018-02-01 07:15:32+00:00,9,23
St2KTraining,"b'pamela writes about her dual diagnosis of #bipolardisorder and #bpd, and finding inner strength: https://t.co/5tsysymg7p #mentalhealth https://t.co/9gft51zmzd'",CharitySANE,"[{'text': 'bipolardisorder', 'indices': [59, 75]}, {'text': 'bpd', 'indices': [80, 84]}]",2018-02-01 07:14:41+00:00,266,684
JimjimJimmils,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 07:11:36+00:00,1,9
RockOnPatrick,"b'@athomeactivist i\xe2\x80\x99m not sure how the laws work there regarding disability, but i have bipolar disorder and that qualifies so they\xe2\x80\x99re able to help me.'",no retweet username,[],2018-02-01 07:11:28+00:00,165,109
LarissaDown1,"b""#bellletstalk\n\ni've dealt with bipolar disorder and so many other things for so many years and i'm lucky to have a good support system of coworkers and friends. i was so afraid no one would listen or help. but many proved me wrong.  i'm always here if anyone needs someone.""",no retweet username,"[{'text': 'bellletstalk', 'indices': [0, 13]}]",2018-02-01 07:09:21+00:00,778,589
RethinkCov_Wark,"b'almost 1% of the uk population will be diagnosed with bipolar disorder in their lifetime. find out more about living with bipolar disorder, what causes this condition and how it can be managed &gt; https://t.co/vegrdnjq5w https://t.co/pl3jizkwyb'",Rethink_,[],2018-02-01 07:08:58+00:00,975,604
fromtheruins97,"b'i was diagnosed with bipolar disorder a year ago, went through a relapse and i\xe2\x80\x99m still here. this doesn\xe2\x80\x99t define me. let\xe2\x80\x99s end the stigma against mental illnesses. #bellletstaik'",ravygravey,[],2018-02-01 07:06:31+00:00,120,214
JMHemingwayBCN,b'#bellletstalk about what bipolar disorder actually is! because fun fact - it\xe2\x80\x99s not an adjective for moodiness or a way to describe the weather!',kenzirxse,"[{'text': 'BellLetsTalk', 'indices': [15, 28]}]",2018-02-01 07:05:56+00:00,9,11
povmumbai,"b'\'my boss often told me not to ""psyche myself out"". he meant that i was the one inflicting the disease on myself.\' @nandhu_journo #skinstories #sexdis https://t.co/o9yj4p26qq'",no retweet username,[],2018-02-01 07:00:35+00:00,9091,1048
goldrushkaylaa,"b'with that being said, might take a mini social media break. idk. we\xe2\x80\x99ll see how i feel after this manic episode. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",no retweet username,[],2018-02-01 06:56:55+00:00,1891,229
Aldringhambooks,b'bipolar disorder ebook best sellers https://t.co/bfwzhnmxig',no retweet username,[],2018-02-01 06:55:07+00:00,38388,44929
JMHemingwayBCN,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:49:53+00:00,9,11
MoriartyLab,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:49:46+00:00,10669,3107
nerdist8,"b'#bellletstalk\nbecause so many people in my life have been affected by various mental illnesses. some say it\'s ""not real,"" it\'s very fucking real. try helping a person with bipolar through a manic episode and tell me it\'s not fucking real'",SashenkaKrasnyy,"[{'text': 'BellLetsTalk', 'indices': [12, 25]}]",2018-02-01 06:48:55+00:00,1849,3935
hardrockmr,"b""bipolar disorder and the blues: how music saved this muncie man's life https://t.co/yxi78dtw9m via @thestarpress""",no retweet username,[],2018-02-01 06:48:48+00:00,2,20
CMHA_AB,b'#bpd stands for borderline personality disorder. #bd stands for #bipolar disorder... get your terms right folks #bellletstalk https://t.co/8ztzqc67vv',cat_simmons,"[{'text': 'BPD', 'indices': [17, 21]}, {'text': 'BD', 'indices': [66, 69]}, {'text': 'bipolar', 'indices': [81, 89]}]",2018-02-01 06:47:24+00:00,3709,1861
fairgordon,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:46:38+00:00,122,288
SashenkaKrasnyy,"b'#bellletstalk\nbecause so many people in my life have been affected by various mental illnesses. some say it\'s ""not real,"" it\'s very fucking real. try helping a person with bipolar through a manic episode and tell me it\'s not fucking real'",no retweet username,"[{'text': 'BellLetsTalk', 'indices': [0, 13]}]",2018-02-01 06:46:21+00:00,424,969
PeerSupportCAN,b'#bpd stands for borderline personality disorder. #bd stands for #bipolar disorder... get your terms right folks #bellletstalk https://t.co/8ztzqc67vv',cat_simmons,"[{'text': 'BPD', 'indices': [17, 21]}, {'text': 'BD', 'indices': [66, 69]}, {'text': 'bipolar', 'indices': [81, 89]}]",2018-02-01 06:45:37+00:00,1825,678
amirahjay_,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:43:32+00:00,627,626
ConnorBaseball1,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:43:30+00:00,245,1358
11julesg11,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:40:43+00:00,76,195
Rosita_Torres,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:38:28+00:00,317,240
naomiduguid,"b'do you ask to have ulcer or diabetes? no one also looks forward to dealing with depression, anxiety or bipolar disorder. have empathy, speak up and advocate for resources. #bellsletstalk'",AfieM,[],2018-02-01 06:38:14+00:00,4348,2662
IAmBillKristol,"b'@jojoh888 .\xe2\x80\x9cthe depressed, irritable mood &amp; often furious manic behavior of bipolar disorder have deep roots in unconscious anger &amp; resentment, as do the hostility, temper tantrums, rage &amp; aggressive acting out in antisocial ... &amp; narcissistic personality disorder.\xe2\x80\x9d https://t.co/gfrndokwiz'",no retweet username,[],2018-02-01 06:35:16+00:00,30,309
jinglis666,"b'.@travisgerrits is working to end the stigma around mental health by sharing his journey with type 1 bipolar disorder. with #bellletstalk, we can all make a difference. learn more about travis here: https://t.co/ltlmvy2yfm https://t.co/up0khbpzua'",TeamCanada,[],2018-02-01 06:33:47+00:00,95,371
PunQuillity,"b""#awomanwithholloweyes was fantastic. calvin, resonated unexpectedly with a bit of the manic side of my depressiveness. @darcylross  @oneshotrpg and @alanlinic put on an awesome second episode. can't wait to see what kitty (@wolvesarekuhl) is up to!""",no retweet username,"[{'text': 'AWomanWithHollowEyes', 'indices': [0, 21]}]",2018-02-01 06:33:29+00:00,250,518
sasha_goundar,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:33:17+00:00,3,2
youCHImee,"b'schools should teach us about schizophrenia, bpd, bipolar disorder, depression, anxiety, eating disorders and other mental disorders, so that we can see the signs and know when we, or someone we care about, might need help. #bellletstalk'",emily_gailxo,[],2018-02-01 06:32:24+00:00,1071,699
SK_psych,"b""important to diagnose anti-nmda receptor encephalitis, but please don't imply schizophrenia &amp; bipolar disorder are not treatable #biopsychosocial https://t.co/6gsyf6l4a5""",raj_psyc,[],2018-02-01 06:32:13+00:00,177,453
ariannapacifico,"b'schools should teach us about schizophrenia, bpd, bipolar disorder, depression, anxiety, eating disorders and other mental disorders, so that we can see the signs and know when we, or someone we care about, might need help. #bellletstalk'",emily_gailxo,[],2018-02-01 06:32:06+00:00,469,334
TinaSouth3,"b""#timetotalkday is a great way to challenge #stigma and debunk #mentalhealth myths. here's some facts from @rethink_ about #bipolardisorder @timetochange @mindcharity @dorsetmind @bipolaruk @paulscates @mental_elf @dorsethealth @stephenfry @bipolarblogger @suebakerttc https://t.co/ngeb7ki25y""",DrAndyMayers,"[{'text': 'TimetoTalkDay', 'indices': [18, 32]}, {'text': 'stigma', 'indices': [61, 68]}, {'text': 'mentalhealth', 'indices': [80, 93]}]",2018-02-01 06:31:18+00:00,4609,3365
Seeeggeeenn,"b'mental! illness! isn\xe2\x80\x99t! just! depression! and! anxiety! support those with bipolar disorder, schizophrenia, borderline personality disorder, multiple personality disorder. don\xe2\x80\x99t let yourself believe mental disorders end with the main illnesses. #bellletstalk'",berrylover1707,[],2018-02-01 06:30:03+00:00,1134,307
ashleeymarie_,"b""#bellletstalk because mental illness doesn't just mean depression or bipolar disorder. it can also mean addiction, eating disorders, and anxiety. we need to broaden our scopes so that all forms of mental illness are acknowledged 365 days of the year.""",msgmeg,"[{'text': 'BellLetsTalk', 'indices': [16, 29]}]",2018-02-01 06:28:09+00:00,101,96
Hunnys_Sweet_T,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:27:02+00:00,7,9
Tee_baylor,"b'lamotrigine - a drug used to treat epilepsy and bipolar disorder - is known to cause skin rash, often serious. this can, in some cases, lead to the potentially fatal stevens-johnson syndrome or toxic epidermal necrolysis. skin rash should be monitored in affected patients.'",PharmaFactz,[],2018-02-01 06:23:03+00:00,917,919
BwynBerry,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:21:10+00:00,222,474
steeeegerbaby,"b""my older brother had drank a fifth of crown royal, and smoked several bowls of weed, he wasn't in his right mind and he was already suffering from bipolar disorder. he saw a few people talking in the parking lot outside his apartment and thought they were going to come after him""",no retweet username,[],2018-02-01 06:20:26+00:00,457,508
uranus_2,b'are affective temperaments determinants of quality of life in euthymic patients with bipolar disorder?\nhttps://t.co/fp5nvz1p4j',no retweet username,[],2018-02-01 06:18:04+00:00,4822,49
someweirdguy69,"b'#bellletstalk\xc2\xa0about bpd, ptsd, psychosis, bipolar disorder, substance abuse disorders, and other illnesses that aren\xe2\x80\x99t just anxiety and depression.'",jaydabenoit_,"[{'text': 'BellLetsTalk', 'indices': [18, 31]}]",2018-02-01 06:17:59+00:00,290,484
SashaGoundar,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:17:10+00:00,396,1122
BipolarNBlack,b'new blog post about bipolar disorder. visit https://t.co/0nycwpaxwt https://t.co/ntgqvnht7l',no retweet username,[],2018-02-01 06:16:00+00:00,9,23
HealthyMindPte,"b'treating #bipolar #depression sometimes requires extrapolating from research in unipolar depression, looking for approaches with high appeal to hesitant patients (tolerability over known efficacy). thus, a new randomized trial of #vitamind is of interest: https://t.co/whc4s5ibud'",no retweet username,"[{'text': 'bipolar', 'indices': [9, 17]}, {'text': 'depression', 'indices': [18, 29]}]",2018-02-01 06:15:08+00:00,336,466
Momma_K27,b'we need to talk about postpartum bipolar disorder https://t.co/zppkg01hhf',KittOMalley,[],2018-02-01 06:13:06+00:00,938,2767
houndfromunder1,b'married with bipolar from @webmd https://t.co/zgyhfoerxo',no retweet username,[],2018-02-01 06:12:50+00:00,408,5001
RebeccaLee83,"b'.@travisgerrits is working to end the stigma around mental health by sharing his journey with type 1 bipolar disorder. with #bellletstalk, we can all make a difference. learn more about travis here: https://t.co/ltlmvy2yfm https://t.co/up0khbpzua'",TeamCanada,[],2018-02-01 06:12:34+00:00,3593,4262
knar_gee,"b""mental illness isn't just anxiety and depression, its eating disorders, ocd, adhd, bipolar disorder and so many more illnesses that don't get the help they deserve #bellletstalk""",kamryn_simard,[],2018-02-01 06:11:31+00:00,55,40
KDajia,"b'#bellletstalk about how mental health isn\xe2\x80\x99t always just anxiety and depression (not saying they\xe2\x80\x99re any less important), but it also includes eating disorders, ocd, schizophrenia, bipolar disorder, substance abuse, addiction and many other illnesses. #bellletskeeptalking'",sydneyehill,"[{'text': 'BellLetsTalk', 'indices': [17, 30]}]",2018-02-01 06:11:10+00:00,254,285
DidiSimer,"b'#bellletstalk because i\xe2\x80\x99ve been fighting with depression, anxiety, and bipolar disorder for the past 7 years, but if i were to say this any other day it would be labeled as \xe2\x80\x9cwanting attention\xe2\x80\x9d and \xe2\x80\x9cbeing dramatic\xe2\x80\x9d'",mikaylakunkel,"[{'text': 'BellLetsTalk', 'indices': [19, 32]}]",2018-02-01 06:10:50+00:00,788,1201
salexisECT_SRVR,"b'@keithoneil41 @amazon keith, thank-you for your courage and in coming forward to share your #storyofsurvival #keeptalkingmh #bipolardisorder #undermyhelmet'",no retweet username,"[{'text': 'StoryOfSurvival', 'indices': [92, 108]}]",2018-02-01 06:08:11+00:00,6376,6828
