username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following
_gbf9en,b'\xe3\x83\x95\xe3\x83\xa9\xe3\x83\xa0\xe3\x81\xa8\xe3\x81\x8bbp1\xe3\x81\x8b\xe3\x82\x88w',no retweet username,[],2017-02-01 08:29:12+00:00,40,66
sosos7966,b'what is bipolar disorder infographic \xe2\x9e\xa1 https://t.co/j8xpcm4niz https://t.co/q0iqffqg5p\xf0\x9f\x98\x8a',no retweet username,[],2017-02-01 08:28:31+00:00,276,532
13ilo,b'\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8a\xe5\x8d\x8a\xe9\xa1\x8dbp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x8b\xef\xbd\x97',no retweet username,[],2017-02-01 08:25:22+00:00,192,1094
Shige4656,b'bp5\xe3\x81\xae\xe4\xba\x8c\xe5\x88\x86\xe3\x81\xae\xe4\xb8\x80\xe3\x80\x80 2\nbp3\xe3\x81\xae\xe4\xba\x8c\xe5\x88\x86\xe3\x81\xae\xe4\xb8\x80\xe3\x80\x80\xef\xbc\x92\nbp1\xe3\x81\xae\xe4\xba\x8c\xe5\x88\x86\xe3\x81\xae\xe4\xb8\x80\xe3\x80\x80\xef\xbc\x91\n\xe3\x81\x88\xe3\x81\x88...',no retweet username,[],2017-02-01 08:23:09+00:00,1249,631
sosos7966,b'what is bipolar disorder infographic \xe2\x9e\xa1 https://t.co/j8xpcm4niz https://t.co/q0iqffqg5p',no retweet username,[],2017-02-01 08:23:02+00:00,276,532
Tukimi0215,b'\xe8\x96\x84\xe3\x80\x85\xe6\x84\x9f\xe3\x81\x98\xe3\x81\xa6\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xa9bp1\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xad\xe3\x83\xbc\xe3\x81\x98\xe3\x82\x83\xe3\x82\x93',no retweet username,[],2017-02-01 08:20:52+00:00,25,46
MeidyRouge,b'\xe3\x81\x82\xe3\x80\x81bp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x84\xe3\x81\xae\xe3\x81\xad',no retweet username,[],2017-02-01 08:20:39+00:00,194,222
ponshioP,b'\xe3\x81\xbe\xe3\x81\xa0bp1\xe3\x82\x82\xe7\x9b\x9b\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xaa\xe3\x81\x84 https://t.co/tvttahv9vs',no retweet username,[],2017-02-01 08:18:45+00:00,507,899
asuna_hss7,b'bp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x8b',no retweet username,[],2017-02-01 08:17:14+00:00,86,181
silen0_6,b'\xe3\x81\x95\xe3\x81\x99\xe3\x81\x8c\xe3\x81\xabbp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x8b',no retweet username,[],2017-02-01 08:15:44+00:00,218,383
RUBNAN_3,b'\xe6\xb5\x81\xe7\x9f\xb3\xe3\x81\xab\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8abp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x82\x93\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x8b',no retweet username,[],2017-02-01 08:15:15+00:00,151,251
usukun,b'@kamonegi_slot \xe3\x82\x82\xe3\x81\x97\xe3\x81\x8b\xe3\x81\x97\xe3\x81\xa6\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8abp1?',no retweet username,[],2017-02-01 08:14:09+00:00,148,262
odabutsugirl,b'@smania0711 bp1/3\xe3\x81\xae\xe9\x9b\x91\xe9\xad\x9a\xe3\x81\xa7\xe3\x81\x93\xe3\x82\x8c\xe3\x81\xaa\xe3\x82\x89\xe5\xbc\xb7\xe3\x81\x8f\xe3\x81\xa6bp\xe3\x82\x82\xe5\x8d\x8a\xe9\xa1\x8d\xe4\xbb\xa5\xe4\xb8\x8a\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x82\x8b\xe6\x96\xb0\xe7\x9f\xb3\xe3\x81\xaf\xe3\x81\x8b\xe3\x81\xaa\xe3\x82\x8a\xe5\x8e\xb3\xe3\x81\x97\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x97\xe3\x82\x87\xe3\x81\x86\xe3\x81\xad\xe3\x80\x82',no retweet username,[],2017-02-01 08:13:21+00:00,639,414
kumamusou3rplp,b'\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8abp1\xe3\x81\xab\xe3\x81\x97\xe3\x82\x8d\xe3\x82\x84',no retweet username,[],2017-02-01 08:13:10+00:00,769,955
plutonight,b'\xe6\x95\x91\xe6\x8f\xb4bp\xef\xbc\x91\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xaa\xe3\x83\xbc',no retweet username,[],2017-02-01 08:12:04+00:00,377,693
obuba00q,b'\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8abp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xad',no retweet username,[],2017-02-01 08:11:15+00:00,104,157
saverteex,b'\xe3\x81\x82\xe3\x82\x8c\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbbbp3\xe3\x81\xae\xe5\x8d\x8a\xe9\xa1\x8d\xe3\x81\xa3\xe3\x81\xa6bp1\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x93\xe3\x81\xa2\xe3\x82\x83\xe3\x81\xad\xef\xbd\x9e\xe3\x81\xae\xef\xbc\x9f\xef\xbd\x97\n#\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x96\xe3\x83\xab',no retweet username,"[{'text': 'グラブル', 'indices': [27, 32]}]",2017-02-01 08:10:17+00:00,0,2
urthyme,b'\xe3\x81\x95\xe3\x81\x99\xe3\x81\x8c\xe3\x81\xabbp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x82\x93\xe3\x82\x8f\xe3\x81\xaa',no retweet username,[],2017-02-01 08:09:23+00:00,185,161
9625yamato,b'\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x96\xe3\x83\xab\xe9\x81\x8b\xe5\x96\xb6\xe3\x80\x8cap\xe3\x83\xbbbp1/2\xe3\x81\xaf\xe3\x81\x98\xe3\x82\x81\xe3\x82\x8b\xe3\x81\xa7\xe3\x80\x8d\n\n\xe9\xa8\x8e\xe7\xa9\xba\xe5\xa3\xab\xe3\x80\x8c\xe3\x82\x84\xe3\x81\xa3\xe3\x81\xa8ap\xe3\x83\xbbbp\xe5\x80\x8d\xe9\xa1\x8d\xe7\xb5\x82\xe3\x82\x8f\xe3\x81\xa3\xe3\x81\x9f\xe3\x80\x8d\n\n\xe3\x81\x93\xe3\x81\xae\xe6\xb8\xa9\xe5\xba\xa6\xe5\xb7\xae\xe3\x81\xa7\xe3\x81\x82\xe3\x82\x8b\xe3\x80\x82 #\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x96\xe3\x83\xab',no retweet username,"[{'text': 'グラブル', 'indices': [54, 59]}]",2017-02-01 08:07:17+00:00,288,377
vanitan7,b'\xe3\x81\xbe\xe3\x81\x81bp1\xe3\x81\xaf\xe6\xb5\x81\xe7\x9f\xb3\xe3\x81\xab\xe3\x82\x84\xe3\x82\x8a\xe3\x81\x99\xe3\x81\x8e\xe3\x81\xa8\xe3\x81\xaf\xe6\x80\x9d\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x972\xe3\x81\xa7\xe3\x82\x82\xe3\x82\x88\xe3\x81\x8b\xe3\x82\x88\xe3\x81\x8b',no retweet username,[],2017-02-01 08:06:46+00:00,1410,238
Rocca_gbf,b'\xe5\x8d\x8a\xe9\xa1\x8d\xe3\x81\xa7bp1\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8b\xe3\x81\xae\xe3\x81\x8b\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x9f\xe3\x82\x89bp2\xe3\x81\xaa\xe3\x81\xae\xe3\x81\x8b\xef\xbd\x97',no retweet username,[],2017-02-01 08:06:39+00:00,146,155
familymeat,b'\xe3\x81\xbe\xe3\x81\x9abp1\xe3\x81\xa3\xe3\x81\xa6\xe5\x91\x8a\xe7\x9f\xa5\xe3\x81\x8c\xe3\x81\x82\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x93\xe3\x81\xa8\xe3\x82\x92\xe7\x9f\xa5\xe3\x82\x89\xe3\x82\x93\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f',no retweet username,[],2017-02-01 08:06:10+00:00,281,464
akaneko_8,b'bp1\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x89\xe3\x82\x93\xe3\x81\xae\xe3\x81\xad https://t.co/az6sh56zvm',no retweet username,[],2017-02-01 08:06:07+00:00,143,161
tadanohage1,b'\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8abp1\xe3\x81\xab\xe3\x81\x99\xe3\x82\x8b\xe3\x81\xae\xe3\x81\xaf\xe5\x8f\x8d\xe5\xaf\xbe\xe3\x81\xa0\xe3\x81\xaa\xe3\x81\x81\xe3\x80\x82\xe3\x83\xaf\xe3\x83\xb3\xe3\x83\x91\xe3\x83\xb3\xe6\x94\xbe\xe7\xbd\xae\xe3\x81\xa7\xe8\x8d\x92\xe3\x82\x8c\xe3\x82\x8b\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xa0\xe3\x81\x97',no retweet username,[],2017-02-01 08:05:49+00:00,9,139
FarEastOfEast,b'\xe6\xb5\x81\xe7\x9f\xb3\xe3\x81\xabbp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x8b\xe3\x80\x82\xe3\x81\x93\xe3\x82\x8c\xe3\x82\x82\xe3\x81\xbe\xe3\x81\x9f\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x96\xe3\x83\xab\xe3\x80\x82',no retweet username,[],2017-02-01 08:05:47+00:00,818,864
Endymion1119,b'\xe3\x81\x95\xe3\x81\x99\xe3\x81\x8c\xe3\x81\xabbp\xef\xbc\x91\xe3\x81\x98\xe3\x82\x83\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x8b',no retweet username,[],2017-02-01 08:05:25+00:00,1374,1715
genbu125,b'bp1\xe3\x81\x98\xe3\x82\x83\xe3\x81\xaa\xe3\x81\x84\xe3\x82\x93\xe3\x81\x8b\xe3\x81\x84',no retweet username,[],2017-02-01 08:05:14+00:00,255,346
0_noise,b'\xe6\x9c\x80\xe5\x88\x9d\xe3\x81\xafbp1\xe3\x81\xa3\xe3\x81\xa6\xe5\x91\x8a\xe7\x9f\xa5\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xa9\xe5\xa4\x89\xe6\x9b\xb4\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f',no retweet username,[],2017-02-01 08:04:47+00:00,337,271
ridridmsg,b'\xe3\x81\x95\xe3\x81\x99\xe3\x81\x8c\xe3\x81\xab\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8a\xe3\x81\xaebp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x8bw',no retweet username,[],2017-02-01 08:04:17+00:00,220,304
regateofsteiner,b'\xe3\x81\xbe\xe3\x81\x95\xe3\x81\x8b\xe3\x81\xaebp1\xe3\x81\x98\xe3\x82\x83\xe3\x81\xaa\xe3\x81\x84',no retweet username,[],2017-02-01 08:03:54+00:00,167,446
familymeat,b'\xe3\x80\x90\xe6\x82\xb2\xe5\xa0\xb1\xe3\x80\x91\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8a\xe5\x8d\x8a\xe9\xa1\x8d\xe3\x80\x81bp1\xe3\x81\xa7\xe3\x81\xaf\xe3\x81\xaa\xe3\x81\x8f2',no retweet username,[],2017-02-01 08:03:43+00:00,281,464
syage_09,b'\xe3\x81\x95\xe3\x81\x99\xe3\x81\x8c\xe3\x81\xab\xe6\x97\xa7\xe7\x9f\xb3\xe3\x83\x9e\xe3\x83\xab\xe3\x83\x81\xe3\x81\xa8\xe3\x81\x8b\xe3\x81\xaebp1\xe3\x81\xab\xe3\x81\xaf\xe3\x81\xaa\xe3\x82\x89\xe3\x82\x93\xe3\x82\x8f\xe3\x81\xaa',no retweet username,[],2017-02-01 08:03:39+00:00,408,314
sugarchan_pure,b'\xe3\x81\x88\xe3\x80\x81bp1\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x89\xe3\x82\x93\xe3\x81\xae\xef\xbc\x81\xef\xbc\x81\xef\xbc\x81\xef\xbc\x81\xef\xbc\x81\xef\xbc\x9f\xef\xbc\x9f \xe3\x82\xb1\xe3\x83\x81\xe3\x81\xa0\xe3\x81\xaa\xe3\x81\x82',no retweet username,[],2017-02-01 08:03:02+00:00,577,639
x_kanta_x,b'\xe3\x81\xbe\xe3\x81\x81\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8a\xe3\x81\xafbp1\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x84\xe3\x82\x88\xe3\x81\xad',no retweet username,[],2017-02-01 08:02:29+00:00,908,1887
buriburi_uec,b'\xe3\x81\xaa\xe3\x82\x93\xe3\x81\x8b\xe6\x80\xa5\xe3\x81\xab\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x96\xe3\x83\xabbp1/2\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\x9f',no retweet username,[],2017-02-01 08:01:28+00:00,228,196
Oyaji_Girl,b'\xe5\x8d\x8a\xe9\xa1\x8d\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xa9\xe3\x83\x9e\xe3\x82\xb0\xe3\x83\x8a\xe7\xb3\xbb\xe6\xb6\x88\xe8\xb2\xbbbp1\xe3\x81\x98\xe3\x82\x83\xe3\x81\xaa\xe3\x81\x8f\xe3\x81\xa62\xe3\x81\xaa\xe3\x82\x93\xe3\x81\x99\xe3\x81\xad',no retweet username,[],2017-02-01 08:01:06+00:00,871,665
koyuki_f,b'\xe5\x8d\x8a\xe9\xa1\x8d\xe3\x81\xa7bp\xef\xbc\x91\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8b\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x9f\xe7\xa7\x81\xe3\x81\xae\xe5\xa4\xa2\xe3\x82\x92\xe8\xbf\x94\xe3\x81\x97\xe3\x81\xa6\xef\xbc\x9f\xef\xbc\x88\xe5\x90\x90\xe8\xa1\x80',no retweet username,[],2017-02-01 08:01:03+00:00,163,421
kamiko2dx,b'\xe3\x82\x82\xe3\x81\x97\xe3\x81\x8b\xe3\x81\x97\xe3\x81\xa6bp3\xe3\x81\xae\xe3\x83\x9e\xe3\x83\xab\xe3\x83\x81\xe3\x81\xa3\xe3\x81\xa6\xe5\x8d\x8a\xe9\xa1\x8d\xe3\x81\xa7bp1\xef\xbc\x9f',no retweet username,[],2017-02-01 07:44:08+00:00,13,14
izukona,b'\xe3\x81\xa9\xe3\x81\x86\xe3\x81\x9bbp\xef\xbc\x91\xe3\x81\xaa\xe3\x82\x93\xe3\x81\xa0\xe3\x81\x97\xef\xbc\x91\xef\xbc\x90\xef\xbc\x90\xe5\x9b\x9e\xe3\x81\xa8\xe3\x81\x8b\xe5\x85\xa5\xe3\x82\x8c\xe3\x81\xb0\xe3\x81\x84\xe3\x81\x84\xe3\x82\x93\xe3\x81\x98\xe3\x82\x83\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x8b\xe3\x81\xaa',no retweet username,[],2017-02-01 07:39:12+00:00,729,566
AllWellGuide,b'rt what is bipolar disorder infographic \xe2\x9e\xa1 https://t.co/39aj8rextb https://t.co/b90uvsljv2 #health #wellness',no retweet username,"[{'text': 'health', 'indices': [90, 97]}, {'text': 'wellness', 'indices': [98, 107]}]",2017-02-01 07:30:33+00:00,72939,80214
WeiyongToh,"b""i'm at choa chu kang mrt/lrt interchange (ns4/bp1) - @smrt_singapore in singapore w/ @fyq_x https://t.co/xwh6rk8ki8""",no retweet username,[],2017-02-01 07:26:00+00:00,604,422
AHealthBlog,b'what is bipolar disorder infographic \xe2\x9e\xa1 https://t.co/eaq5eonqov https://t.co/jdyiidjnlp',no retweet username,[],2017-02-01 07:25:10+00:00,231397,46719
Soki_cosplay,b'@david_bp1 para modificarlas ser\xc3\xa1n feten xd',no retweet username,[],2017-02-01 07:01:55+00:00,644,1517
izukona,b'@mikequn \xe3\x82\xa4\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe3\x81\xae\xe3\x82\xb3\xe3\x83\x84\xe3\x81\xaf\xef\xbc\x91\xe6\x95\x91\xe6\x8f\xb4\xe6\xac\x84\xe3\x81\xa7bp\xef\xbc\x91\xe3\x81\xae\xe6\x96\xb9\xe3\x81\xae\xe6\x95\x91\xe6\x8f\xb4\xe3\x81\xab\xe5\x85\xa5\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe2\x86\x92\xe3\x83\xaf\xe3\x83\xb3\xe3\x83\x91\xe3\x83\xb3\xe3\x81\x97\xe3\x81\xa6\xe7\xb4\xa0\xe6\x9d\x90\xe7\xa2\xba\xe4\xbf\x9d\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x81ex\xe8\x87\xaa\xe7\x99\xba\xe3\x81\x97\xe3\x81\xa6\xe6\xae\xb4\xe3\x82\x8a\xe6\xae\xba\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe2\x86\x92hell\xe3\x82\x82\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa7\xe3\x81\xab\xe6\xae\xb4\xe3\x82\x8a\xe6\xae\xba\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe2\x86\x92\xe6\x9c\x80\xe7\xb5\x82\xe6\x97\xa5\xe8\xbf\x91\xe3\x81\x8f\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x82\x82\xe9\x87\x91\xe7\xab\xa0\xe3\x81\xa8\xe3\x81\x8b\xe6\x88\xa6\xe8\xb2\xa8\xe3\x81\x8c\xe9\x9b\x86\xe3\x81\xbe\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xaa\xe3\x81\x84\xe2\x86\x92ex\xe6\x95\x91\xe6\x8f\xb4\xe3\x83\xaf\xe3\x83\xb3\xe3\x83\x91\xe3\x83\xb3\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x8f\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe2\x86\x92\xe8\xa7\xa3\xe6\xb1\xba',no retweet username,[],2017-02-01 06:56:55+00:00,729,566
desertbreeze51,"b""this @anheuserbusch super bowl commercial was done months ago and is all about immigration. and it's great.  https://t.co/bp15wguuum""",pdxmitch,[],2017-02-01 06:40:21+00:00,2034,35
ryunetta,b'\xe4\xbb\x8a\xe6\xb0\x97\xe3\x81\xa5\xe3\x81\x84\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xa9\xe3\x82\xa4\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe3\x81\xae\xe5\xbc\xb1\xe3\x81\x84\xe6\x96\xb9\xe3\x81\xae\xe6\x95\x91\xe6\x8f\xb4bp\xef\xbc\x91\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x82\x93\xe3\x81\xae\xe3\x81\xaa\xe3\x83\xbc\n\xe8\x87\xaa\xe7\x99\xba\xe7\x94\xa8\xe3\x81\xab\xe5\xbc\xb1\xe3\x81\x84\xe6\x96\xb9\xe3\x81\x97\xe3\x81\x8b\xe5\x85\xa5\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x8b\xe3\x82\x89\xe3\x81\x93\xe3\x82\x8c\xe3\x81\xaf\xe5\xac\x89\xe3\x81\x97\xe3\x81\x84',no retweet username,[],2017-02-01 06:36:33+00:00,95,783
ltniita,b'those with bipolar ll have low-grade hypomanic swings that are less intense and may last less than a week. https://t.co/spkiqkiu3q https://t.co/yrtqtiasds',WebMD,[],2017-02-01 06:31:06+00:00,273,495
