username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
gregbyce9,i was diagnosed with bipolar 1 disorder told i would never recover so i went online and found this company. it worke…https://t.co/fvm8vkhxhl,no retweet username,[],2017-01-31 10:40:07+00:00,9,30,"['diagnosed with', 'diagnosed with bipolar']"
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-01-31 04:13:05+00:00,54,18,['diagnosed with']
weebwitched,@awsomeshipwreck this is how i ended up getting diagnosed bipolar instead just a heads up i guess,no retweet username,[],2017-01-31 03:49:33+00:00,497,370,"['getting diagnosed', 'diagnosed bipolar']"
jeremyessig,"i don't know if you've ever dated a diagnosed bipolar off their meds, but the last week, nationally, is pretty much what it feels like.",no retweet username,[],2017-01-31 03:48:45+00:00,1716,396,['diagnosed bipolar']
DwnGoodBadFurry,an inspirational tale for parents of children diagnosed with bipolar disorder... https://t.co/jrg2jobzlj on @bloglovin,no retweet username,[],2017-01-31 01:17:16+00:00,13,85,"['diagnosed with', 'diagnosed with bipolar']"
DwnGoodBadFurry,an inspirational and hopeful true story for parents of children diagnosed with #bipolar disorder https://t.co/j3ah87dlc2,no retweet username,"[{'text': 'bipolar', 'indices': [79, 87]}]",2017-01-30 22:44:57+00:00,13,85,['diagnosed with']
DwnGoodBadFurry,an inspirational tale for parents of children diagnosed with bipolar disorder / the good journey - ... https://t.co/y2ejwvdjdp,no retweet username,[],2017-01-30 22:32:13+00:00,13,85,"['diagnosed with', 'diagnosed with bipolar']"
sheispoetry__,unless you are diagnosed with the  bipolar illness. you are not bipolar! same goes for these folks that wants to be crazy so badly 🙄,no retweet username,[],2017-01-30 21:04:07+00:00,940,613,['diagnosed with']
loricalabresemd,diagnosis of #bipolardisorder often carries fear &amp; even shame for a lot of people #endthestigma  https://t.co/mmxz2rn1yi https://t.co/nslmvk0fqm,no retweet username,"[{'text': 'BipolarDisorder', 'indices': [13, 29]}, {'text': 'endthestigma', 'indices': [86, 99]}]",2017-01-30 20:01:08+00:00,1409,676,[]
Divasupermum,"renee was diagnosed with bipolar disorder, depression and agoraphobia. here’s how she got - https://t.co/mgfrdfyuto",no retweet username,[],2017-01-30 19:45:02+00:00,10912,7997,"['diagnosed with', 'diagnosed with bipolar']"
its__lamashtu,"for the record: i have been diagnosed with bipolar type 1, borderline personality disorder, add, and ptsd – but you don't see me whining",no retweet username,[],2017-01-30 17:53:30+00:00,1358,685,"['diagnosed with', 'diagnosed with bipolar']"
Aquamvitae1945,i have bipolar disorder 2 (actually diagnosed). i have a government job. people using mental illness as an excuse pisses me off https://t.co/g8kd2j2ke0,no retweet username,[],2017-01-30 17:18:37+00:00,23,23,"['have bipolar', 'i have bipolar']"
RIEdefine,a ride on the bipolar express: the sixth diagnosis https://t.co/0ildrxgsmn,AROTBEblog,[],2017-01-30 17:17:05+00:00,36,51,[]
Doctoruna,she was diagnosed that she suffers from bipolar disorder which is known as a mental condition marked by alternating periods of elation https://t.co/twqi9s9elr,no retweet username,[],2017-01-30 15:30:22+00:00,676,291,[]
Byb2021,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/kim6r1wbiv https://t.co/dqlteumdia,_carrienet_,"[{'text': 'Bipolar', 'indices': [77, 85]}]",2017-01-30 14:46:04+00:00,423,630,[]
CalmSonic,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/kim6r1wbiv https://t.co/dqlteumdia,_carrienet_,"[{'text': 'Bipolar', 'indices': [77, 85]}]",2017-01-30 14:35:03+00:00,990,272,[]
piyuanker12,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/kim6r1wbiv https://t.co/dqlteumdia,_carrienet_,"[{'text': 'Bipolar', 'indices': [77, 85]}]",2017-01-30 14:29:13+00:00,3810,420,[]
bars_tatiana,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/kim6r1wbiv https://t.co/dqlteumdia,_carrienet_,"[{'text': 'Bipolar', 'indices': [77, 85]}]",2017-01-30 14:19:04+00:00,1113,364,[]
_carrienet_,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/kim6r1wbiv https://t.co/dqlteumdia,no retweet username,"[{'text': 'Bipolar', 'indices': [60, 68]}]",2017-01-30 14:15:41+00:00,82475,62826,[]
__SoufNiece22,she said she diagnosed with bipolar 😂😂😂man i couldn't breathe,no retweet username,[],2017-01-30 07:40:13+00:00,2130,1498,"['diagnosed with', 'diagnosed with bipolar']"
solipsistrealis,i am the same person i was before being diagnosed with a mental disorder  https://t.co/gahuviwlfa,no retweet username,[],2017-01-30 05:37:39+00:00,864,1544,['diagnosed with']
ivanaftp,kinda self diagnosed myself as bipolar,no retweet username,[],2017-01-30 05:34:39+00:00,181,138,[]
nursenipRN,@thisweekabc @sethmoulton trump is bipolar and needs to be diagnosed and treated quickly before our troops end up in an uncalled for war!,no retweet username,[],2017-01-30 03:01:45+00:00,41,77,[]
sloneeee,"i honestly get so offended by people saying ""gawd i'm so bipolar"". i am diagnosed bipolar, and i will burn your house down.",no retweet username,[],2017-01-30 02:26:07+00:00,315,145,"['am diagnosed', 'diagnosed bipolar', 'i am diagnosed']"
dellingp,"@rachmelhuish @yrfatfriend yes! couldn't believe therapist said ""lose weight"" 4 bipolar 1 diagnosis!",no retweet username,[],2017-01-30 01:37:06+00:00,60,280,['bipolar 1 diagnosis']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-01-29 23:43:08+00:00,54,18,['diagnosed with']
CosimadiRonda,".@whitehouseleak2 
tweets claiming 2b from inside world say trump diagnosed w/severe ment illness (schizophrenia manic bipolar) is it true?",WorkTurns2War,[],2017-01-29 22:19:56+00:00,1843,1553,[]
latigoeaglepass,well it's  #official the #weather has been diagnosed with bipolar disorder 😉 #crazy weather #latigoeaglepass #luxury #living https://t.co/zq3lur7czr,no retweet username,"[{'text': 'official', 'indices': [11, 20]}, {'text': 'weather', 'indices': [25, 33]}, {'text': 'crazy', 'indices': [77, 83]}, {'text': 'latigoeaglepass', 'indices': [92, 108]}]",2017-01-29 20:06:00+00:00,28,133,"['diagnosed with', 'diagnosed with bipolar']"
latigoeaglepass,well it's  #official the #weather has been diagnosed with bipolar disorder 😉 #crazy weather #latigoeaglepass... https://t.co/03isr0t699,no retweet username,"[{'text': 'official', 'indices': [11, 20]}, {'text': 'weather', 'indices': [25, 33]}, {'text': 'crazy', 'indices': [77, 83]}, {'text': 'latigoeaglepass', 'indices': [92, 108]}]",2017-01-29 20:04:35+00:00,28,133,"['diagnosed with', 'diagnosed with bipolar']"
bouch_bag,when did it become cool for girls to be emotionally disturbed. like every girl is self diagnosed bipolar or ocd. you're all corny.,no retweet username,[],2017-01-29 18:08:44+00:00,270,279,['diagnosed bipolar']
gilliangodsell,"i have spent four years trying out various prescriptions for what was initially diagnosed as ptsd then depression, now bipolar #mentalhealth",LoudMouthedChic,[],2017-01-29 17:10:10+00:00,6519,1734,[]
Kiblor,"i have spent four years trying out various prescriptions for what was initially diagnosed as ptsd then depression, now bipolar #mentalhealth",LoudMouthedChic,[],2017-01-29 17:00:02+00:00,2087,719,[]
LoudMouthedChic,"i have spent four years trying out various prescriptions for what was initially diagnosed as ptsd then depression, now bipolar #mentalhealth",no retweet username,"[{'text': 'MentalHealth', 'indices': [127, 140]}]",2017-01-29 16:59:24+00:00,8207,752,[]
Lagranite,"yung mga nagsasabing may ocd, bipolar disorder, depression, adhd, schizophrenia, etc. sila kahit di diagnosed oh. 😒😒 watch it. seriously.",no retweet username,[],2017-01-29 15:34:00+00:00,432,767,[]
CyberVillage,russell - support my daughters new nonprofit please!!??  abby is 16 diagnosed w bipolar at 12. https://t.co/v4gxqp5bk2  @rustyrockets,no retweet username,[],2017-01-29 15:23:21+00:00,3597,4227,[]
feliciano666_,patiently waiting for the doctor to tell me i'm diagnosed with bipolar,no retweet username,[],2017-01-29 14:59:51+00:00,1298,872,"['diagnosed with', 'diagnosed with bipolar']"
johnnyhashh,"yall are bipolar, with bipolarism, suffering from bipolar disorder, diagnosed with the bipolar disease",no retweet username,[],2017-01-29 02:36:17+00:00,501,369,['diagnosed with']
ogprettyamour,#neweditionbet bobby was diagnosed with add &amp; bipolar. that explained his behavior. but he clean and happy now all that matters,no retweet username,"[{'text': 'NewEditionBET', 'indices': [0, 14]}]",2017-01-29 02:20:16+00:00,169,332,['diagnosed with']
willmoriarty86,"@txagsheepdog also, giving a security clearance to and putting a government firearm in the hands of a diagnosed bipolar seems wise.",no retweet username,[],2017-01-28 22:21:15+00:00,1978,478,['diagnosed bipolar']
afoycs,"which 5 moments have shaped you into who you are? — - the moment i was diagnosed with bipolar 2
- my g... https://t.co/hoerouiczk",no retweet username,[],2017-01-28 21:53:20+00:00,1046,32,"['diagnosed with', 'diagnosed with bipolar']"
MalibuMelB,"renee was diagnosed with bipolar disorder, depression and agoraphobia. here's how she got help https://t.co/g9bikvskqf",no retweet username,[],2017-01-28 21:35:14+00:00,4615,113,"['diagnosed with', 'diagnosed with bipolar']"
hollybrooks96,@doctorchristian i am in the nightingale hospital and i have been diagnosed bipolar but i don't believe i have it what should i do?,no retweet username,[],2017-01-28 21:09:36+00:00,21,167,['diagnosed bipolar']
hollybrooks96,"@stephenfry i have just been diagnosed with bipolar and i'm in hospital for mania but i don't believe i have it, do u have any advice? love",no retweet username,[],2017-01-28 21:04:46+00:00,21,167,"['diagnosed with', 'diagnosed with bipolar']"
ccs4916,@chuckschumer time for you to ask or order a mental examination for dt.he was diagnosed years ago as bipolar was on med.he is insane.,no retweet username,[],2017-01-28 19:40:38+00:00,22,78,[]
ccs4916,"@presssec i like others call on you &amp; gop to have dt mentally evaluated.in the 90's dt was diagnosed as bipolar,now what are you going to do",no retweet username,[],2017-01-28 19:21:38+00:00,22,78,['diagnosed as bipolar']
GilvarryA,"teacher sacked by school she'd served for 23 years after diagnosis of  bipolar disorder.awarded £347,000
https://t.co/31e6j7kkol https://t.co/afal4150ai",EmploymentLawIr,[],2017-01-28 18:30:14+00:00,510,2592,[]
LivingOutGrace,"six weeks after sheila hamilton's husband was diagnosed #bipolar, he died by suicide. her new book can save others. https://t.co/ihu7tkh1kv https://t.co/kjoyh3kfo6",no retweet username,"[{'text': 'BiPolar', 'indices': [56, 64]}]",2017-01-28 17:43:11+00:00,1018,884,[]
HIGAP_MH,are you newly diagnosed with #bipolar ii disorder? watch this video then: https://t.co/z2ao5mfsxa,no retweet username,"[{'text': 'Bipolar', 'indices': [29, 37]}]",2017-01-28 17:02:56+00:00,562,877,['diagnosed with']
elizaoneal_,"i was already diagnosed bipolar, but after therapy yesterday, when he pointed out distinct behaviors of bipolar disorder, i'm mind blown",no retweet username,[],2017-01-28 16:23:24+00:00,133,69,['diagnosed bipolar']
EmploymentLawIr,"teacher sacked by school she'd served for 23 years after diagnosis of  bipolar disorder.awarded £347,000
https://t.co/31e6j7kkol https://t.co/afal4150ai",no retweet username,[],2017-01-28 16:05:38+00:00,723,1757,[]
0858216abcd,"@realdonaldtrump man, talk abt bipolar! u were praising them not that long ago! have u ever  been diagnosed with asbergers?",no retweet username,[],2017-01-28 13:21:18+00:00,106,275,['diagnosed with']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-01-28 11:13:07+00:00,54,18,['diagnosed with']
tomariseto,nc weather is more bipolar than i am and thats saying something bc only one of us is officially diagnosed,no retweet username,[],2017-01-28 02:24:33+00:00,558,738,[]
ThatWriterMom,".@whitehouseleak2 
tweets claiming 2b from inside world say trump diagnosed w/severe ment illness (schizophrenia manic bipolar) is it true?",WorkTurns2War,[],2017-01-28 01:55:02+00:00,1659,3096,[]
Corey_gunz_b,why do females think it's cool to be fake crazy or bipolar if you not diagnosed with bipolarism you not fucking... https://t.co/ixsxtywt5o,no retweet username,[],2017-01-28 01:19:32+00:00,106,117,['diagnosed with']
Killaaakels,pretty sure i need to get diagnosed as bipolar 🙂🙃,no retweet username,[],2017-01-28 00:23:35+00:00,226,170,['diagnosed as bipolar']
MikeAHoyt,"if you or someone you know has been diagnosed with bipolar disorder, these questions and statements are a little har https://t.co/tqp6uofvsf",no retweet username,[],2017-01-28 00:01:30+00:00,2,1,"['diagnosed with', 'diagnosed with bipolar']"
lostinthought17,"@blazepizza i was diagnosed with bipolar ii this week and have a hard, weepy day for no discernible reason. the white top 🍕 i'm eating? 😊😍❤️",no retweet username,[],2017-01-27 22:37:12+00:00,233,1110,"['diagnosed with', 'diagnosed with bipolar']"
melodyinlove,"there's more 2 #celiacdisease than the gut. b4 diagnosis i had severe #depression #bipolar #vertigo - to name a few

https://t.co/mq5ygez2sb https://t.co/bh6sjmrnyv",GlutenFreeGal11,"[{'text': 'Celiacdisease', 'indices': [36, 50]}, {'text': 'depression', 'indices': [91, 102]}, {'text': 'bipolar', 'indices': [103, 111]}, {'text': 'vertigo', 'indices': [112, 120]}]",2017-01-27 21:32:18+00:00,105,660,[]
GlutenFreeGal11,"there's more 2 #celiacdisease than the gut. b4 diagnosis i had severe #depression #bipolar #vertigo - to name a few

https://t.co/mq5ygez2sb https://t.co/bh6sjmrnyv",no retweet username,"[{'text': 'Celiacdisease', 'indices': [15, 29]}, {'text': 'depression', 'indices': [70, 81]}, {'text': 'bipolar', 'indices': [82, 90]}, {'text': 'vertigo', 'indices': [91, 99]}]",2017-01-27 21:04:00+00:00,8324,2674,[]
elenaopeters,dealing with dual diagnosis : bipolar and addiction https://t.co/drif0yyar0 https://t.co/gfzzy1pehd,no retweet username,[],2017-01-27 20:54:01+00:00,3993,1705,[]
bpHopeMag,video: bipolar disorder – label or get out of jail free card? https://t.co/z5mj3tdveu #mentalhealth @juliebipolar,no retweet username,"[{'text': 'MentalHealth', 'indices': [86, 99]}]",2017-01-27 20:32:14+00:00,11724,4535,[]
TtnsOnlyYFN,i was diagnosed with bipolar disorder today. it's all making sense now,no retweet username,[],2017-01-27 20:06:50+00:00,192,624,"['diagnosed with', 'diagnosed with bipolar']"
brigidkeely,@elonjames i got called lazy a lot instead of having my bipolar ii &amp; dyslexia diagnosed &amp; addressed. it's something i struggle w/as an adult,no retweet username,[],2017-01-27 19:06:48+00:00,1437,946,[]
WorkTurns2War,"@whitehouseleaks 
ive seen tweets claim 2b from inside saying trump diagnosed severe mentally ill (schizophrenia manic bipolar) is it true?",no retweet username,[],2017-01-27 12:56:49+00:00,869,914,[]
WorkTurns2War,".@whitehouseleak2 
tweets claiming 2b from inside world say trump diagnosed w/severe ment illness (schizophrenia manic bipolar) is it true?",no retweet username,[],2017-01-27 12:38:05+00:00,869,914,[]
Carl419,"hmm, ok in school, i saw a therapist and was on zoloft and originally diagnosed as chronic depression. then at 20... https://t.co/xdzfbg688n",no retweet username,[],2017-01-27 11:22:00+00:00,61,112,[]
PennyRobinson11,"ok so let's talk about it, i really got allot out of the 25th.. 

i have bipolar disorder. i was diagnosed i... https://t.co/ucayuaddyh",no retweet username,[],2017-01-27 08:06:27+00:00,28,76,"['have bipolar', 'i have bipolar']"
Stopthestigma,"having been diagnosed with bipolar disorder over 15 years ago, i considered that my life was inevitably doomed... https://t.co/qtp2zaqkvx",no retweet username,[],2017-01-27 07:28:52+00:00,2373,86,"['diagnosed with', 'diagnosed with bipolar']"
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-01-27 06:43:04+00:00,54,18,['diagnosed with']
meaganshelby2,i am just waiting to be diagnosed with bipolar disorder😅,d_steph22,[],2017-01-27 04:29:54+00:00,509,740,"['diagnosed with', 'diagnosed with bipolar']"
hanjayyy,"@nightwatchlando @brookechristy6 thanks for showing compassion with the suicidal patient. means alot to me, diagnosed bipolar and hx cutting",no retweet username,[],2017-01-27 04:14:05+00:00,18,116,['diagnosed bipolar']
ashleyypitts,i am just waiting to be diagnosed with bipolar disorder😅,d_steph22,[],2017-01-27 03:59:35+00:00,787,239,"['diagnosed with', 'diagnosed with bipolar']"
Zachdonaldson55,i am just waiting to be diagnosed with bipolar disorder😅,d_steph22,[],2017-01-27 03:48:30+00:00,599,345,"['diagnosed with', 'diagnosed with bipolar']"
chesleigh_p,i am just waiting to be diagnosed with bipolar disorder😅,d_steph22,[],2017-01-27 03:39:02+00:00,644,1107,"['diagnosed with', 'diagnosed with bipolar']"
d_steph22,i am just waiting to be diagnosed with bipolar disorder😅,no retweet username,[],2017-01-27 03:38:46+00:00,751,377,"['diagnosed with', 'diagnosed with bipolar']"
ladybay8,@tbursoni @sardarae @dnwinston absolutely tammy my daughter was finally diagnosed with type2 bipolar after 10 years!,no retweet username,[],2017-01-27 02:46:49+00:00,5871,4276,['diagnosed with']
DMGrubb,he's stated he was diagnosed as bipolar (as am i) and the period from onset to diagnosis and treatment was a large number of years.,no retweet username,[],2017-01-27 02:33:47+00:00,3708,2600,['diagnosed as bipolar']
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
SchoolBoyyyDrew,@__saritaxo my mom is bipolar. i was diagnosed with clinical depression from age 10-13. only stopped cuz i stopped doing therapy.,no retweet username,[],2017-03-01 03:24:03+00:00,232,171,['diagnosed with']
robyn_doran,was just saying this the other day to myself .. when it's people who really are diagnosed w/ depression &amp; bipolar .. hate it https://t.co/a1giq31ykz,stashdnero,[],2017-03-01 02:04:25+00:00,1016,428,[]
stashdnero,was just saying this the other day to myself .. when it's people who really are diagnosed w/ depression &amp; bipolar .. hate it https://t.co/a1giq31ykz,no retweet username,[],2017-03-01 02:03:26+00:00,1352,862,[]
missknudsvig,i hope mickey holds a gun to her head for sending away the love of his life after he was diagnosed with bipolar disorder.,no retweet username,[],2017-03-01 01:38:22+00:00,314,971,"['diagnosed with', 'diagnosed with bipolar']"
FilmSmithStudio,"@buckblack you helped me when i was first diagnosed with bipolar at 16. now, i've become a successful business owner. thanks for helping me.",no retweet username,[],2017-02-28 23:06:09+00:00,188,227,"['first diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
postandcourier,"#joeymeek has a long mental health history, diagnosed w/bipolar disorder, bipolar mania, depression, anxiety, &amp; disruptive behavior disorder",JenBerryHawes,"[{'text': 'JoeyMeek', 'indices': [19, 28]}]",2017-02-28 21:23:12+00:00,142976,287,[]
JenBerryHawes,"#joeymeek has a long mental health history, diagnosed w/bipolar disorder, bipolar mania, depression, anxiety, &amp; disruptive behavior disorder",no retweet username,"[{'text': 'JoeyMeek', 'indices': [0, 9]}]",2017-02-28 21:22:27+00:00,4971,1476,[]
Stopthestigma,co-occurring psychiatric conditions can be common alongside bipolar disorder and need to be diagnosed and managed... https://t.co/gj9o5kpiza,no retweet username,[],2017-02-28 20:19:41+00:00,2373,86,[]
_TheHIpe_,clayton co. police have issued a mattie's call for missing 16 y/o sean obibuike. he is diagnosed with schizophrenia &amp; bipolar disorder. #rt https://t.co/9oectyksot,GAFollowers,[],2017-02-28 17:52:20+00:00,1357,1316,['diagnosed with']
quetzallimendez,clayton co. police have issued a mattie's call for missing 16 y/o sean obibuike. he is diagnosed with schizophrenia &amp; bipolar disorder. #rt https://t.co/9oectyksot,GAFollowers,[],2017-02-28 17:44:07+00:00,182,168,['diagnosed with']
_discodeaky,hahahaha i have to go to camh to be properly diagnosed cause im showing symptoms of bipolar disorder,no retweet username,[],2017-02-28 16:26:36+00:00,360,768,[]
Radiant_Balance,"“we know now some really disturbing facts. for example, upwards of 80% of people diagnosed with bipolar disease... https://t.co/somytk7wnk",no retweet username,[],2017-02-28 16:01:24+00:00,5,10,"['diagnosed with', 'diagnosed with bipolar']"
NAMINYCMetro,are u diagnosed w #bipolar disorder? come to our support group thu 6:30-8pm. call helpline 212-684-3264 for info. #talktome #iwilllisten,no retweet username,"[{'text': 'bipolar', 'indices': [18, 26]}, {'text': 'TalkToMe', 'indices': [114, 123]}, {'text': 'IWillListen', 'indices': [124, 136]}]",2017-02-28 14:50:16+00:00,3881,2064,[]
PlSSSARAH,the irish mental health system is pure shite like im constantly being diagnosed with either bpd or bipolar disorder and tbh id rather be -,no retweet username,[],2017-02-28 14:24:58+00:00,886,332,['diagnosed with']
MartinJMagill,the life exectancy for one diagnosed with bipolar disorder is 8-12 yrs less than av. pop. i don't hear this raised in any election campaign!,Scott_Peddie,[],2017-02-28 14:03:23+00:00,6611,4833,"['diagnosed with', 'diagnosed with bipolar']"
EF_Legit,i was the one who got diagnosed with bipolar before i experienced it and up unto this moment i wonder how they... https://t.co/eitx0oq05q,no retweet username,[],2017-02-28 13:27:49+00:00,45,117,"['got diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
LibraPoppyGirl,on average it takes 10.5 yrs to get a correct diagnosis for #bipolar in the uk. read more: https://t.co/jxqpmhcjnv https://t.co/mpdawwcver,CharitySANE,"[{'text': 'bipolar', 'indices': [77, 85]}]",2017-02-28 13:23:46+00:00,1762,2408,[]
Jessicalrenfro,"as someone diagnosed with bipolar disorder, it's a breath of fresh air to see an actor flawlessly portray the disorder @cameronmonaghan 👌🏻👍🏻",no retweet username,[],2017-02-28 13:22:10+00:00,0,15,"['diagnosed with', 'diagnosed with bipolar']"
iaptustweets,"mindfulness, cbt and talking therapies helped joanna after she was diagnosed bipolar https://t.co/5glrsmxym1",no retweet username,[],2017-02-28 11:00:04+00:00,1384,1662,['diagnosed bipolar']
BacpacTweets,"mindfulness, cbt and talking therapies helped joanna after she was diagnosed bipolar https://t.co/2ug8oulbdu",no retweet username,[],2017-02-28 11:00:02+00:00,560,812,['diagnosed bipolar']
MaydenTweets,"mindfulness, cbt and talking therapies helped joanna after she was diagnosed bipolar https://t.co/mlasyo2dc0",no retweet username,[],2017-02-28 11:00:01+00:00,1076,1432,['diagnosed bipolar']
DairyFreeGFLife,why you must recognize mania early in bipolar disorder i have a loved one diagnosed with manic bipolar.  with... https://t.co/pu1gkpfqkc,no retweet username,[],2017-02-28 09:19:36+00:00,19957,1505,['diagnosed with']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-02-28 07:13:09+00:00,54,18,['diagnosed with']
DriaNecole,being medically diagnosed with bipolar depression was the worst,no retweet username,[],2017-02-28 04:49:02+00:00,1288,723,"['diagnosed with', 'diagnosed with bipolar']"
Daddy_Warbuxxx,clayton co. police have issued a mattie's call for missing 16 y/o sean obibuike. he is diagnosed with schizophrenia &amp; bipolar disorder. #rt https://t.co/9oectyksot,GAFollowers,[],2017-02-28 04:31:22+00:00,5672,4452,['diagnosed with']
