username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
Hollywood12341,@ddlovato hi my name is jay and i just realized that yesterday was national bipolar 1 day. i was diagnosed with bipolar 1 in july of 2008 and i deal with it all the time since. i wanted to reach out to you to let you know that your not alone with having this illness...:) bye.,no retweet username,[],2020-04-01 01:10:59+00:00,11,113,"['diagnosed with', 'diagnosed with bipolar']"
HylianGeekBoy,it’s world bipolar day and i’ll share 1 of my goals: in a world where ppl with this diagnosis are heavily stigmatized i will try to be open about it and hope someday i can give hope to other ppl with bipolar and show that it’s possible to be happy and feel stable. you are strong!,yoyoleif,[],2020-04-01 01:05:13+00:00,226,2965,[]
mitch_radel,"@kayofthedead666 i am the grimm artist, survivor of the 
bipolar/schizoaffective diagnosis and creater of
 facebook:twizted creationz i'm self taught and everything i do is 100%free hand and straight out of my dark imagination, i'm a starving artist trying to get discovered https://t.co/bvswhb4lnw",no retweet username,[],2020-04-01 00:52:09+00:00,595,988,[]
john_hobo,"i was diagnosed with bipolar, and self diagnosed with ptsd. it was essentially unprocessed emotions. over time, with god's love, both are cured. the thing about being labeled as mentally ill is that family and friends will call you that as a way to deny their own haunts https://t.co/asbzduckja",no retweet username,[],2020-03-31 23:28:46+00:00,1923,2419,"['diagnosed with', 'diagnosed with', 'diagnosed with bipolar']"
FabianoLFLucas,"#repost yixingslipons_
• • • • • •
because i can’t post these on my personal account... i was diagnosed with bipolar disorder last october. it’s been such a struggle ever since to find medication that works. i’m… https://t.co/jwpqompfoa",no retweet username,"[{'text': 'Repost', 'indices': [0, 7]}]",2020-03-31 23:24:03+00:00,108,309,"['diagnosed with', 'diagnosed with bipolar']"
FabianoLFLucas,"#repost yixingslipons_
• • • • • •
because i can’t post these on my personal account... i was diagnosed with bipolar disorder last october. it’s been such a struggle ever since to find medication that works. i’m… https://t.co/gfgbfnk4v2",no retweet username,"[{'text': 'Repost', 'indices': [0, 7]}]",2020-03-31 23:23:30+00:00,108,309,"['diagnosed with', 'diagnosed with bipolar']"
LesleyinCity,"@jkcorden back in northern england james, i’m scared not sure what’s  going on over where you reside these days. personally always had issues with anxiety, diagnosed bipolar as a mum/wife it’s been a bitch. life’s been tough and getting tougher. stay well x",no retweet username,[],2020-03-31 23:07:16+00:00,4017,2957,['diagnosed bipolar']
SarieVictoria,happy belated bipolar day to me and all the others out there who struggle with this almost incomprehensible diagnosis. we are warriors! https://t.co/nuhawqzt8n,no retweet username,[],2020-03-31 22:21:16+00:00,280,218,[]
KamauIET,"#creator, had diagnosis of #hiv, as a secretary, #universityofnairobi, medical school.  did not #tithe then, continued to work for three years.  in #canada diagnosed with #bipolar,  worked, or #tithed my time as a #volunteer. with #covid19, stopped work. expect no $tithe, #lord.. https://t.co/seakiiaq3y",no retweet username,"[{'text': 'Creator', 'indices': [0, 8]}, {'text': 'HIV', 'indices': [27, 31]}, {'text': 'UniversityofNairobi', 'indices': [49, 69]}, {'text': 'tithe', 'indices': [96, 102]}]",2020-03-31 22:21:06+00:00,21,452,['diagnosed with']
sophzies,"@floozyesq ...depressed or manic for once in my life (i am diagnosed with bipolar disorder). i had been depressed for more than a year and very rarely met that middle ground in the disorder (i am a rapid cycler), but now i’m actually just ok. completely normal. happy. it might seem...",no retweet username,[],2020-03-31 22:13:06+00:00,181,128,"['am diagnosed', 'diagnosed with', 'i am diagnosed', 'diagnosed with bipolar']"
CheefaCheefa,"can an 11 year old be diagnosed with bipolar disorder and schizophrenia?
i need answers cause i'm about to beat tf out of my nieces maternal grandmother.",no retweet username,[],2020-03-31 21:04:00+00:00,177,317,"['diagnosed with', 'diagnosed with bipolar']"
bbkotto,i’m speaking from personal experience but also from knowing multiple diagnosed individuals (not just with bipolar) who do the same. all across the board we can tell you that this shit helps significantly,no retweet username,[],2020-03-31 20:52:26+00:00,476,2251,[]
thecristiangray,"fuxking hell🔥 that’s what it is.

we know what bipolar disorder looks like.

a maniac🤪

hahah whatever... 

when you get first diagnosed, it’s as if things be come dark and clear at the same time.

but as you… https://t.co/toelp6gdgz",no retweet username,[],2020-03-31 20:47:45+00:00,82,119,[]
SkylerB97,"@loveandshalom at this point i just wanna get my journalism degree. lol, had a psychotic break at the end of my first sophomore semester, took two years off after height diagnosed with bipolar. finally get back in january and this happens.",no retweet username,[],2020-03-31 20:41:12+00:00,1329,1418,"['diagnosed with', 'diagnosed with bipolar']"
WriterJackieS,"@rclark98 i had many bad bad episodes when i was a kid, but it wasn't until i was thirteen that i was diagnosed bipolar. my mom was very much ""dealing with"" me during those rough times. but i decided to ask my friend, who has a severely nonverbal autistic twelve year old, if this...",no retweet username,[],2020-03-31 20:37:22+00:00,256,434,['diagnosed bipolar']
LizzieReezay,"world bipolar awareness day! i’m late on posting this, but 4 years ago i was diagnosed with bipolar disorder. it was a huge relief, explaining so much of my life but also really terrifying that i’d have this for… https://t.co/yaq4besixg",no retweet username,[],2020-03-31 20:23:22+00:00,7861,861,"['diagnosed with', 'diagnosed with bipolar']"
ohtimz,"it’s been 6 years since my brother was diagnosed with bipolar, and it’s broken my heart more times than any relo ever could. my sadness and frustration has sent me to rock bottom so many times, that i’ve started to get comfortable there.",leivinzzz,[],2020-03-31 19:26:00+00:00,1938,424,"['diagnosed with', 'diagnosed with bipolar']"
Bukyoku_AlSara,it’s world bipolar day and i’ll share 1 of my goals: in a world where ppl with this diagnosis are heavily stigmatized i will try to be open about it and hope someday i can give hope to other ppl with bipolar and show that it’s possible to be happy and feel stable. you are strong!,yoyoleif,[],2020-03-31 19:03:18+00:00,921,164,[]
clairelazar4,"1) i’ve been diagnosed schizoid, schizoaffective, bipolar, comorbid major depression, anorexia, bulimia. 2011 #eupd. today that changed to #cptsd. i wept. a lifetime of labels invalidating &amp; compounding trauma. it took 30 yrs &amp; nearly losing my life to truly be seen &amp; heard https://t.co/spyixbwj7y",LisaTMSA,"[{'text': 'EUPD', 'indices': [124, 129]}]",2020-03-31 18:56:53+00:00,15,70,[]
cam8076,bipolar spouses… who’s taking care of you? a diagnosis of bipolar disorder demands attention. https://t.co/xvvqjw9fcb #therapy https://t.co/2pfnninkjq,_carrienet_,[],2020-03-31 18:35:51+00:00,2263,4996,[]
_carrienet_,bipolar spouses… who’s taking care of you? a diagnosis of bipolar disorder demands attention. https://t.co/xvvqjw9fcb #therapy https://t.co/2pfnninkjq,no retweet username,[],2020-03-31 18:30:17+00:00,82859,62932,[]
wyatt_blake_,@jaygasta it has you feeling like you were diagnosed manic bipolar and had a mental breakdown and the whole world made fun of you and continued making “2007 britney” jokes making fun of your mental health problems?? hmm weird,no retweet username,[],2020-03-31 17:39:22+00:00,1413,700,[]
DeadliftOfPain,"i was diagnosed with bipolar disorder 3 years ago. it’s a bittersweet illness. i hate it when i’m going through my manic depressive phases, but i like it when i’m experiencing elevated happiness. i get so creative &amp; i’m all over the place.  #اليوم_العالمي_لاضطراب_ثنائي_القطب",no retweet username,[],2020-03-31 17:31:45+00:00,2146,989,"['diagnosed with', 'diagnosed with bipolar']"
queenjulesverne,"did not know that there was even a day about bipolar disorder! i guess it already happened.
i was diagnosed in july of 2015.
we have awhile, let’s talk about it!",no retweet username,[],2020-03-31 17:14:10+00:00,187,219,[]
unseensacrifice,@julianmauricio i can relate to you... i am a struggler too. diagnosed of bipolar 2 and borderline pd.  how are you now sir.,no retweet username,[],2020-03-31 17:12:52+00:00,240,625,[]
NigelHeal,"do you have experience of planning another pregnancy after postpartum psychosis, or have a bipolar disorder diagnosis and have had a baby / are planning pregnancy? please help by taking part in research from cardiff university. contact elen thomas: thomase45@cardiff.ac.uk https://t.co/0ufkdsldxb",ActionOnPP,[],2020-03-31 16:45:13+00:00,2150,1767,[]
sharonf2016,"do you have experience of planning another pregnancy after postpartum psychosis, or have a bipolar disorder diagnosis and have had a baby / are planning pregnancy? please help by taking part in research from cardiff university. contact elen thomas: thomase45@cardiff.ac.uk https://t.co/0ufkdsldxb",ActionOnPP,[],2020-03-31 16:39:21+00:00,1417,2240,[]
FranceyGardner8,"@hughlaurie i was diagnosed with a bipolar disorder over 20 years ago. i’ve been an in patient, day patient- i’ve seen countless psychiatrists. but my gp saved my life and continues to do so a decade later. the answer acceptance, understanding, becoming an expert of ourselves.",no retweet username,[],2020-03-31 16:20:58+00:00,0,7,['diagnosed with']
najarifin,"today is #worldbipolarday 

i was diagnosed with bipolar disorder 7 years ago and i take a mood stabilizer every day. ✨💊💙 https://t.co/zdqlbjbfth",recoveryspirit,"[{'text': 'WorldBipolarDay', 'indices': [29, 45]}]",2020-03-31 16:15:49+00:00,600,303,"['diagnosed with', 'diagnosed with bipolar']"
semiotic_pirate,"the internalizing of a label (like bipolar, autism, adhd) can make you too focused on analyzing your behavior, with an indwelling anxiety over being ""different,"" and not allow you to just live your life

this is especially true of the later-life diagnosed

https://t.co/x0k1xzncsh",no retweet username,[],2020-03-31 16:12:16+00:00,782,230,[]
_peachygum,"@askrlfess @abanghalal bener! lagi sesuai nih ama yg ku rasain. temen ada yang self diagnosed bipolar. giliran ditanya bipolarnya yang tipe apa, gimana kata terapis dll malah gajawab. ya emang soalnya gak bipolar beneran tapi cuma moodswing ... kan anjir mbak. sial",no retweet username,[],2020-03-31 16:00:25+00:00,664,384,['diagnosed bipolar']
ugh_kp,"i was diagnosed with bipolar disorder in october and i’ve been on a rough road to stability since then. it’s difficult and draining at times, but managing my mental health is better than not. my life has had to change dramatically to maintain this newfound stability,",no retweet username,[],2020-03-31 15:44:56+00:00,260,166,"['diagnosed with', 'diagnosed with bipolar']"
unicormTITTIES,"@zubymusic they want others to be kind to them but they don't wanna be kind back. some of them are ""self diagnosed"". you're not bipolar sweetie, you're just an asshole. my cousin is bipolar and although she struggles she is a kind person. fakers make ppl look bad!",no retweet username,[],2020-03-31 15:30:34+00:00,446,956,[]
alanFOH,"world bipolar day is celebrated each year on march 30th, the birthday of vincent van gogh, who was posthumously diagnosed as having bipolar disorder.",no retweet username,[],2020-03-31 15:14:23+00:00,69,212,[]
gbtphd,"i was diagnosed w bipolar disorder (bd) in 2003...while it has been a struggle...i have tried to focus on the positives such as greater empathy for others, increased creativity, the ability to relate to &amp; help others w bd, &amp; an amazing support network
#worldbipolarday",no retweet username,[],2020-03-31 15:00:15+00:00,5578,4791,[]
gbtphd,"@bipolarpuppet i was diagnosed w bd in 2003...i have tried to focus on the positives of bd, such as increased creativity, the ability to relate to &amp; help others w bipolar disorder, &amp; an amazing support network &amp; advocacy orgs
#facts",no retweet username,[],2020-03-31 14:57:44+00:00,5578,4791,[]
Mehnaz_Amjad,rexha is one of an estimated 2.8% of adults in the u.s. (about 5.7 million people) who have been diagnosed with bipolar disorder. #worldbipolarday #bipolarstrong https://t.co/lgex7xgvbc,DocAmen,[],2020-03-31 14:41:16+00:00,376,155,"['diagnosed with', 'diagnosed with bipolar']"
YobitchFuckd,"i was diagnosed with d.i.d--bpd, bipolar 1&amp; ptsd.....my mental state is hard to manage at times and other times it's as if i'm living a normal life. when things r good they're really good but when i feel low, it's super low....there are people out there with similar unique minds",no retweet username,[],2020-03-31 14:33:08+00:00,65,59,['diagnosed with']
libraaagurrl,"[2 years after diagnosed with bipolar disorder]

sudah dua tahun ya aku makan obat. sudah banyak juga cerita dan progres yang aku lewati. terima kasih, aku. terima kasih, semua.

salam sehat jiwa!
happy #worldbipolarday! https://t.co/2hrlugwlf8",friendofxanax,[],2020-03-31 14:13:59+00:00,28,85,"['after diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
NathanDriskell,"bipolar &amp; substance abuse disorders: a complex diagnosis that demands integrated medical &amp; psychological care
#bipolar #drugs 
https://t.co/ztb3mx02jg https://t.co/2710zqvxxi",no retweet username,[],2020-03-31 14:00:45+00:00,1214,417,[]
LouisGee16,"@levarburton thanks for sharing your struggle w/ bipolar.  i was diagnosed type 1 at age 54, not soon enough to save my personal life, but young enough to start over.  now, i try to bring attention to it in an effort to try &amp; help others.  you rock.",no retweet username,[],2020-03-31 13:44:30+00:00,23,40,[]
tiaradpny,"[2 years after diagnosed with bipolar disorder]

sudah dua tahun ya aku makan obat. sudah banyak juga cerita dan progres yang aku lewati. terima kasih, aku. terima kasih, semua.

salam sehat jiwa!
happy #worldbipolarday! https://t.co/2hrlugwlf8",friendofxanax,[],2020-03-31 13:43:44+00:00,62,263,"['after diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
Beehive_Game,"#ifhouseholdobjectscouldtalk

my therapist has diagnosed my condition as bipolar. https://t.co/5rcbvrg3po",Mytquinn69,"[{'text': 'IfHouseholdObjectsCouldTalk', 'indices': [16, 44]}]",2020-03-31 13:25:25+00:00,1614,409,[]
jasonclay,"despite what we’ve been told, #research has never found a biological basis for ""#mentalillness"". if you have a #bipolar, #schizophrenia, #depression, #anxiety or #adhd diagnosis, you have the right to know this-- &amp; much more. #mhsm #mentalhealth
https://t.co/w96pqkqgjq",_innercompass,"[{'text': 'research', 'indices': [49, 58]}, {'text': 'mentalillness', 'indices': [99, 113]}, {'text': 'bipolar', 'indices': [130, 138]}]",2020-03-31 13:12:03+00:00,50391,46034,[]
_innercompass,"despite what we’ve been told, #research has never found a biological basis for ""#mentalillness"". if you have a #bipolar, #schizophrenia, #depression, #anxiety or #adhd diagnosis, you have the right to know this-- &amp; much more. #mhsm #mentalhealth
https://t.co/w96pqkqgjq",no retweet username,"[{'text': 'research', 'indices': [30, 39]}, {'text': 'mentalillness', 'indices': [80, 94]}]",2020-03-31 13:10:07+00:00,2279,397,[]
Mytquinn69,"#ifhouseholdobjectscouldtalk

my therapist has diagnosed my condition as bipolar. https://t.co/5rcbvrg3po",no retweet username,"[{'text': 'IfHouseholdObjectsCouldTalk', 'indices': [0, 28]}]",2020-03-31 13:03:22+00:00,4651,4656,[]
kensdavies,@drteckkhong he’s been diagnosed as bipolar,no retweet username,[],2020-03-31 12:20:48+00:00,1245,2100,[]
Dakota7098,@realdenisewelch @loosewomen not a question but a long overdue thank you . i had severe post natal depression and i wrote to you. you sent me info for help and a signed  photo . i was later diagnosed with bipolar. i've never forgotten your kindness. my baby is nearly 21 now. we survived ❤,no retweet username,[],2020-03-31 11:36:58+00:00,317,429,"['diagnosed with', 'diagnosed with bipolar']"
DegreeSave,the client is a 26-year-old woman of korean descent who presents to her first appointment following a 21-day hospitalization for onset of acute mania. she was diagnosed with bipolar i disorder. https://t.co/lkwzhhqnvl,no retweet username,[],2020-03-31 11:32:31+00:00,17,238,"['diagnosed with', 'diagnosed with bipolar']"
reminsloan,"today is #worldbipolarday 

i was diagnosed with bipolar disorder 7 years ago and i take a mood stabilizer every day. ✨💊💙 https://t.co/zdqlbjbfth",recoveryspirit,"[{'text': 'WorldBipolarDay', 'indices': [29, 45]}]",2020-03-31 10:57:00+00:00,2204,412,"['diagnosed with', 'diagnosed with bipolar']"
JukeLegend503,"@haryan_glaeddyv @popetherev28 @ianrnhws @cbr ‘they say?’ what do you mean by that? that sounds like a given. just as diagnosed auties would use the term ‘neurotypical’ as short handed speak for anyone without autism, bipolar, depression, or some underlying mental condition.",no retweet username,[],2020-03-31 10:57:00+00:00,340,2381,[]
SWLSTGperinatal,"do you have experience of planning another pregnancy after postpartum psychosis, or have a bipolar disorder diagnosis and have had a baby / are planning pregnancy? please help by taking part in research from cardiff university. contact elen thomas: thomase45@cardiff.ac.uk https://t.co/0ufkdsldxb",ActionOnPP,[],2020-03-31 09:14:35+00:00,713,413,[]
Camagu_Bacela,"@raymondturndai hectic, i'm not bipolar or i haven't been diagnosed yet.",no retweet username,[],2020-03-31 09:13:42+00:00,2130,2147,[]
Maylindaaaaa,"[2 years after diagnosed with bipolar disorder]

sudah dua tahun ya aku makan obat. sudah banyak juga cerita dan progres yang aku lewati. terima kasih, aku. terima kasih, semua.

salam sehat jiwa!
happy #worldbipolarday! https://t.co/2hrlugwlf8",friendofxanax,[],2020-03-31 08:35:22+00:00,13,29,"['after diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
SaintJoules,"mel taught me how to work on cars, helped me set boundaries with my mom and how to treat significant others. 
and both of them were there for me when i was diagnosed with bipolar, they call every time i'm in the hospital or to check up. they're always there when i need them.",no retweet username,[],2020-03-31 08:25:38+00:00,85,878,"['diagnosed with', 'diagnosed with bipolar']"
MelLaMichoacana,"getting diagnosed with bipolar gave me an understanding to myself, but it didn't make my disorder go away. it's been over 5 years and it's still an everyday beast. i'm glad there are days like #worldbipolarday because getting called crazy and angry hurts. i do try to be a better",no retweet username,[],2020-03-31 08:17:24+00:00,287,148,"['getting diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
BABCP,"the impact of a cbt-based bipolar disorder psychoeducation group on views about diagnosis, perceived recovery, self-esteem and stigma

https://t.co/exduy7lrap https://t.co/ayscvw9tzw",AACBT_org_au,[],2020-03-31 08:01:38+00:00,12086,662,[]
arabtapigenah,"aku selalu diagnosa diri sendiri. kata wardah gak usah lo self diagnosed, tp ak kyk menuju bipolar, seekstrim itu dr sedih terus ketawa",no retweet username,[],2020-03-31 07:39:52+00:00,201,314,[]
ActionOnPP,"do you have experience of planning another pregnancy after postpartum psychosis, or have a bipolar disorder diagnosis and have had a baby / are planning pregnancy? please help by taking part in research from cardiff university. contact elen thomas: thomase45@cardiff.ac.uk https://t.co/0ufkdsldxb",no retweet username,[],2020-03-31 07:37:01+00:00,9336,9378,[]
Radeci4,"[2 years after diagnosed with bipolar disorder]

sudah dua tahun ya aku makan obat. sudah banyak juga cerita dan progres yang aku lewati. terima kasih, aku. terima kasih, semua.

salam sehat jiwa!
happy #worldbipolarday! https://t.co/2hrlugwlf8",friendofxanax,[],2020-03-31 07:29:23+00:00,2,55,"['after diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2020-03-31 06:54:36+00:00,53,18,['diagnosed with']
Jodie__Juris,"i don’t speak on it much because frankly it’s just not usually worth referencing, but i was clinically diagnosed with bipolar disorder ii. and i don’t know what it is about the quarantine that’s making it so often miscommunicated on social media...",no retweet username,[],2020-03-31 06:39:04+00:00,710,299,"['diagnosed with', 'diagnosed with bipolar']"
gintonics2,#worldbipolarday2020  my son was diagnosed with bipolar 1 in 2018 at age 21. in hindsight he was symptomatic in high school we just didn’t see it. we are still trying to get to stabilization- it’s hard on him &amp; us but i’m thankful for @bphopemag for the support and info. https://t.co/hyotoervne,SuezenIncognito,"[{'text': 'WorldBipolarDay2020', 'indices': [21, 41]}]",2020-03-31 06:37:13+00:00,2782,3287,"['diagnosed with', 'diagnosed with bipolar']"
_LadyOfEden,"thread: (1) in 2006 i was diagnosed with bipolar i disorder, severe with psychotic features.  i was confused, scared, and ashamed because i really didn’t know what it was and how it would impact my life.  all i knew was that i didn't want to be considered crazy. #wbd2020 https://t.co/fww0nh6ujx",Rwenshaun,[],2020-03-31 06:24:05+00:00,1215,594,"['diagnosed with', 'diagnosed with bipolar']"
circassianwitch,"one night in 2017 i took it too far and smoked too much, to the point where i experienced cannabis induced psychosis. this was a very traumatic experience and i ended up getting hospitalized at a psych ward in which they diagnosed me as bipolar i.",no retweet username,[],2020-03-31 06:20:54+00:00,386,325,[]
circassianwitch,"since it’s national bipolar day, i wanted to share how i got diagnosed:

trigger warnings for self harm, drug use and suicidal thoughts",no retweet username,[],2020-03-31 06:20:52+00:00,386,325,"['got diagnosed', 'i got diagnosed']"
demieqod,"missed bipolar awareness day, but anyway it’s been 2 years since i was diagnosed and i’ve been making it through 💃🏻💃🏻 #worldbipolarday",no retweet username,"[{'text': 'WorldBipolarDay', 'indices': [118, 134]}]",2020-03-31 06:08:50+00:00,329,204,[]
JStrongBad,"in honor of #worldbipolarday, i figure i should go ahead and share a little part of my story: a thread. 

i was diagnosed with bipolar ii back in september. it has affected my life for years but i didn’t know how much it had affected me until i researched it a lot.",no retweet username,"[{'text': 'WorldBipolarDay', 'indices': [12, 28]}]",2020-03-31 06:04:19+00:00,301,613,"['diagnosed with', 'diagnosed with bipolar']"
mercy_neutral,"according to my psych, bipolar type 2 is massively under-diagnosed,  because it regularly gets mistaken for major depressive.

 type 2 has hypomania rather then full on mania, so these smaller highs are easy to miss.",no retweet username,[],2020-03-31 05:54:32+00:00,121,182,[]
labyrinthsteph,"today is #worldbipolarday 

i was diagnosed with bipolar disorder 7 years ago and i take a mood stabilizer every day. ✨💊💙 https://t.co/zdqlbjbfth",recoveryspirit,"[{'text': 'WorldBipolarDay', 'indices': [29, 45]}]",2020-03-31 05:49:41+00:00,590,220,"['diagnosed with', 'diagnosed with bipolar']"
mercy_neutral,"it's #worldbipolarday, and as this is the year i was officially diagnosed despite likely having experienced symptoms since my early youth, i want to take a minute to remind everyone that you can get better and that it does get better. take a moment to research bipolar disorder",RABBlTMEDIUM,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}]",2020-03-31 05:39:00+00:00,121,182,[]
khoirriahwidya,"[2 years after diagnosed with bipolar disorder]

sudah dua tahun ya aku makan obat. sudah banyak juga cerita dan progres yang aku lewati. terima kasih, aku. terima kasih, semua.

salam sehat jiwa!
happy #worldbipolarday! https://t.co/2hrlugwlf8",friendofxanax,[],2020-03-31 05:22:07+00:00,178,191,"['after diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
eanishak,"today is #worldbipolarday 

i was diagnosed with bipolar disorder 7 years ago and i take a mood stabilizer every day. ✨💊💙 https://t.co/zdqlbjbfth",recoveryspirit,"[{'text': 'WorldBipolarDay', 'indices': [29, 45]}]",2020-03-31 05:20:35+00:00,273,227,"['diagnosed with', 'diagnosed with bipolar']"
konsolis,"it's #worldbipolarday, and as this is the year i was officially diagnosed despite likely having experienced symptoms since my early youth, i want to take a minute to remind everyone that you can get better and that it does get better. take a moment to research bipolar disorder",RABBlTMEDIUM,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}]",2020-03-31 05:03:41+00:00,213,260,[]
Vahenra,it’s world bipolar day and i’ll share 1 of my goals: in a world where ppl with this diagnosis are heavily stigmatized i will try to be open about it and hope someday i can give hope to other ppl with bipolar and show that it’s possible to be happy and feel stable. you are strong!,yoyoleif,[],2020-03-31 05:03:22+00:00,10,392,[]
paranormal_hart,"at this point in my life, i am very open about my bipolar diagnosis, but when i was first diagnosed, i was deeply ashamed and scared of what people would think, should they find out. i felt like i was carrying a heavy secret with me everywhere i went.",no retweet username,[],2020-03-31 05:00:38+00:00,326,1770,['bipolar diagnosis']
yoyoleif,it’s world bipolar day and i’ll share 1 of my goals: in a world where ppl with this diagnosis are heavily stigmatized i will try to be open about it and hope someday i can give hope to other ppl with bipolar and show that it’s possible to be happy and feel stable. you are strong!,no retweet username,[],2020-03-31 04:51:36+00:00,3252,990,[]
obe_amouda11,rexha is one of an estimated 2.8% of adults in the u.s. (about 5.7 million people) who have been diagnosed with bipolar disorder. #worldbipolarday #bipolarstrong https://t.co/lgex7xgvbc,DocAmen,[],2020-03-31 04:45:44+00:00,297,28,"['diagnosed with', 'diagnosed with bipolar']"
AtlasTravelsnow,"it's more of a severe case of compacted, unhealed traumas which caused huge fissures in your emotional state that were never repaired. people diagnosed as bipolar are not sick with an illness, they're just riddled with past injuries and in need of intense rehabilitation. https://t.co/maa5albkuc",no retweet username,[],2020-03-31 04:22:30+00:00,662,616,[]
qweenmw,@javrrivera i realized recently that my parents do play a role in how i act regardless of if i want them to or not. my dad was in and out and doing hard drugs (even to this day). my mother is super bipolar (clinically diagnosed) and her relationships fail for numeric reasons.,no retweet username,[],2020-03-31 04:11:46+00:00,52,82,[]
MAC_aroniii,"hello twitter! today is world bipolar day and in case you didn’t know, i am diagnosed with bipolar 2. bipolar is a heavily stigmatized mental illness, so i figured i should share my story and experiences with bipolar.",alexanope,[],2020-03-31 04:00:44+00:00,613,370,"['am diagnosed', 'diagnosed with', 'i am diagnosed', 'diagnosed with bipolar']"
mitch_radel,"@livpsy 
i am the grimm artist, survivor of the
 bipolar/schizoaffective diagnosis,my main goal is to go to college and get my masters degree and return to san bernadino behavioral health physicality, but not as a patient but as a art therapist https://t.co/0pcnbxetzt",no retweet username,[],2020-03-31 03:59:08+00:00,595,988,[]
thedustysun,"[2 years after diagnosed with bipolar disorder]

sudah dua tahun ya aku makan obat. sudah banyak juga cerita dan progres yang aku lewati. terima kasih, aku. terima kasih, semua.

salam sehat jiwa!
happy #worldbipolarday! https://t.co/2hrlugwlf8",friendofxanax,[],2020-03-31 03:51:21+00:00,168,430,"['after diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
