username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
hnsnrachel,there is nothing about bipolar that doesn't suck.  hypomania brings creativity but no sleep and excessive spending. and downs are worse,no retweet username,[],2014-11-13 00:09:07+00:00,49,498,[]
AprilChaperon,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-12 22:36:00+00:00,51,539,[]
TheSnarkyShrink,"there are no more rule outs for randi. formal diagnosis narcissistic &amp; antisocial personality disorder w/bipolar, mania prominent",no retweet username,[],2014-11-11 18:21:36+00:00,0,0,[]
ArlourCouture,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/rnjhqdp4ys,AOL,[],2014-11-11 17:57:43+00:00,2974,8098,[]
wlynnae,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/rnjhqdp4ys,AOL,[],2014-11-11 17:52:44+00:00,2878,1377,[]
AOL,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/rnjhqdp4ys,no retweet username,[],2014-11-11 17:51:02+00:00,163648,3169,[]
ArleyHoskin,"@bipolarmomlife @didirisom thanks for the support on friday. say no to mania, no matter how tempting. #bipolar http://t.co/qttp3ja5ra",no retweet username,"[{'text': 'bipolar', 'indices': [102, 110]}]",2014-11-11 00:13:12+00:00,404,850,[]
GoldRetriever99,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/hxfhmmyulo,AOL,[],2014-11-10 17:53:40+00:00,541,500,[]
Oma_Hamou,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/hxfhmmyulo,AOL,[],2014-11-10 17:52:30+00:00,2586,4997,[]
AOL,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/hxfhmmyulo,no retweet username,[],2014-11-10 17:51:03+00:00,163648,3169,[]
mrsgino,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 20:30:49+00:00,19,136,[]
Maggie_Mae_I,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 18:15:42+00:00,663,1804,[]
olejohanulvaaen,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 18:03:51+00:00,997,4376,[]
Rose3113,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 17:58:55+00:00,622,2520,[]
annannxo,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 17:56:03+00:00,603,1486,[]
dawnetteb04,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 17:54:12+00:00,2242,4765,[]
Coyoteband2,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,AOL,[],2014-11-09 17:53:02+00:00,315,2977,[]
AOL,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/16fjx8yzwe,no retweet username,[],2014-11-09 17:51:02+00:00,163648,3169,[]
mandiperlmutter,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-09 00:55:00+00:00,353,1138,[]
jokingjade,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 21:25:49+00:00,13,53,[]
britneyprint,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 19:55:41+00:00,939,57,[]
pieceofpooo,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 19:51:55+00:00,853,456,[]
takeymai,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 19:49:59+00:00,516,982,[]
DailySpears,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 19:30:04+00:00,33428,16083,[]
ChandrisFr,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 19:13:49+00:00,4593,6538,[]
Alex_B1971,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 17:55:22+00:00,2415,5001,[]
_scarp,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,AOL,[],2014-11-08 17:54:31+00:00,823,600,[]
AOL,behind bipolar disorder: why amanda bynes' story is no joke: http://t.co/kj5tycmc2b http://t.co/ktcic2p0qo,no retweet username,[],2014-11-08 17:51:02+00:00,163648,3169,[]
princessofcrazi,this constant nauseous is awful.  it's like i'm  pregnant without the baby and the sex.  #bipolar1 #mentalhealth #frustrated #meds,no retweet username,"[{'text': 'bipolar1', 'indices': [89, 98]}, {'text': 'mentalhealth', 'indices': [99, 112]}, {'text': 'frustrated', 'indices': [113, 124]}, {'text': 'meds', 'indices': [125, 130]}]",2014-11-08 15:26:44+00:00,349,472,[]
lovinghatredoxy,hi my name is karen :) this is my personal fast fact. #mentaldisorderawareness #bipolar1 http://t.co/5hcmnubn91,no retweet username,"[{'text': 'mentaldisorderawareness', 'indices': [54, 78]}, {'text': 'bipolar1', 'indices': [79, 88]}]",2014-11-07 01:28:53+00:00,90,327,[]
ElGrumpisimo,"thought i'd check out my symptoms.apparently have alzeimers,adhd,bipolar,manic depression, and a few others. but cured, not checking again.",no retweet username,[],2014-11-06 20:41:06+00:00,712,828,[]
QaqambaMtebele,i must suffer from bipolar. i'm not even sure if it's an illness or not. i doubt it can be cured though,no retweet username,[],2014-11-06 19:21:32+00:00,2087,378,[]
iburahindhy,min. muiz's party sheyk gave parents of a bipolar kid a bottle of water &amp; said to spray it around the house &amp; he will be cured! #fenfoa,mustho,[],2014-11-05 12:48:48+00:00,250,548,[]
MaldivesGrid,min. muiz's party sheyk gave parents of a bipolar kid a bottle of water &amp; said to spray it around the house &amp; he will be cured! #fenfoa,mustho,[],2014-11-05 12:29:37+00:00,3384,1637,[]
2deadfish,min. muiz's party sheyk gave parents of a bipolar kid a bottle of water &amp; said to spray it around the house &amp; he will be cured! #fenfoa,mustho,[],2014-11-05 12:26:21+00:00,7778,1005,[]
mustho,min. muiz's party sheyk gave parents of a bipolar kid a bottle of water &amp; said to spray it around the house &amp; he will be cured! #fenfoa,no retweet username,"[{'text': 'Fenfoa', 'indices': [136, 143]}]",2014-11-05 12:21:55+00:00,738,1223,[]
KingJJCapone,my life should be a movie... #bipolar1disorder #junkie #alcoholic but im clean and serene now #onedayatatime,no retweet username,"[{'text': 'bipolar1disorder', 'indices': [29, 46]}, {'text': 'junkie', 'indices': [47, 54]}, {'text': 'Alcoholic', 'indices': [55, 65]}, {'text': 'onedayatatime', 'indices': [94, 108]}]",2014-11-05 01:35:06+00:00,403,1505,[]
princessofcrazi,i cannot believe how moronic some people are. #bipolar1 #mentalhealth #hatethis,no retweet username,"[{'text': 'bipolar1', 'indices': [46, 55]}, {'text': 'mentalhealth', 'indices': [56, 69]}, {'text': 'hatethis', 'indices': [70, 79]}]",2014-11-03 15:56:58+00:00,349,472,[]
sjaejones,"@gildedspine @elloecho people who meet me often dismiss the fact that i'm bipolar because they don't ""see"" it and think i'm ""cured"". ugh.",no retweet username,[],2014-10-30 20:02:24+00:00,9056,410,[]
princessofcrazi,stop comparing your problems to my illness. #bipolar1 #ptsd #stopthestigma #anger #frust,no retweet username,"[{'text': 'bipolar1', 'indices': [44, 53]}, {'text': 'PTSD', 'indices': [54, 59]}, {'text': 'stopthestigma', 'indices': [60, 74]}, {'text': 'anger', 'indices': [75, 81]}, {'text': 'frust', 'indices': [82, 88]}]",2014-10-30 04:10:30+00:00,349,472,[]
bipolar_ptsd,in bed. good day. turned down a hookup. now if i can get the eating and shopping under control. no substance abuse. #ptsd #bipolar #mania,no retweet username,"[{'text': 'PTSD', 'indices': [116, 121]}, {'text': 'bipolar', 'indices': [122, 130]}, {'text': 'mania', 'indices': [131, 137]}]",2014-10-30 03:13:39+00:00,2879,1694,[]
CentroDraEspejo,los antidepresivos no son siempre la mejor opción... y se recetan como sugus...... http://t.co/kykeptr5ty,no retweet username,[],2014-10-28 11:28:57+00:00,170,308,[]
probablytaylor,“@causewereguys: there’s no such thing as bipolar disorder. it’s just called “being a girl”.” http://t.co/jwwk4ijwiq,no retweet username,[],2014-10-26 20:42:33+00:00,333,362,[]
psychwhispers,just realised that this time a week ago i was hypomanic and claiming i'd cured my depression/bipolar. lol.,no retweet username,[],2014-10-26 10:30:13+00:00,1310,1034,[]
lisapodcasts,"like the fb person who ""cured"" her bipolar in record time telling me to try mindfulness &amp; dvt. fuck off! i have not been hospital since 09.",no retweet username,[],2014-10-22 01:51:39+00:00,5205,2771,[]
feh_basilio,"""me faço de frio, mas no fundo eu sei que tenho uma mania incontrolável de sofrer por todo mundo."" - joão... http://t.co/18bjvm2cyy",no retweet username,[],2014-10-22 00:54:33+00:00,290,734,[]
harrydamnpapi,i know the doctors told me that bipolar disorder is incurable but i s2g if calum followed me i'd be cured forever @calum5sos @5sos,no retweet username,[],2014-10-20 12:20:23+00:00,747,1411,[]
DemiDLoveyouBR,"""me faço de frio, mas no fundo eu sei que tenho uma mania incontrolável de sofrer por todo mundo."" - joão... http://t.co/ys9ja07hxc",no retweet username,[],2014-10-19 03:08:08+00:00,306,138,[]
natasha_tracy,mixed episodes in #bipolar disorder 1: http://t.co/nzhmp5gp7j #mixedmoods #bipolar1 #psych #mentalillness,no retweet username,"[{'text': 'Bipolar', 'indices': [18, 26]}, {'text': 'mixedmoods', 'indices': [62, 73]}, {'text': 'bipolar1', 'indices': [74, 83]}, {'text': 'psych', 'indices': [84, 90]}, {'text': 'mentalillness', 'indices': [91, 105]}]",2014-10-17 16:02:04+00:00,32843,13092,[]
namivtann,"""just for the record, bipolar disorder cannot be cured. it is a lifelong illness. some people feel that they are in remission"" @ladyhaja ty",no retweet username,[],2014-10-17 10:26:33+00:00,38,115,[]
Edilberto_pena,"@ingridjocelyn @incidemexico es parte del trastorno bipolar, fase de euforia no tan exaltada como la mania",no retweet username,[],2014-10-17 01:53:46+00:00,16064,2237,[]
hyphyhour,"@cannaqueen420 no i don't blame them, it's just sad because that actually is a trait of bipolar disorder (mania) so i just want her",no retweet username,[],2014-10-16 16:35:42+00:00,14137,11356,[]
rachyburnett,this woman saying having sex with people cured her bipolar but shes basically admitting on national tv shes a masssive sluuuut #thismorning,no retweet username,"[{'text': 'thismorning', 'indices': [127, 139]}]",2014-10-15 10:49:32+00:00,655,718,[]
spursbythebeach,a week. now i've either been miraculously cured from bipolar and bpd in 2 months (news to me) or @swanseasocserv have got it wrong! and...,no retweet username,[],2014-10-14 11:36:57+00:00,992,2267,['cured from bipolar']
falaai_amanda,"@mania_d_guria ei, poderia assistir meu vlog e se curtir ajudar compartilhando e se inscrevendo no canal? &gt; https://t.co/jelk0pinic &lt;",YouBipolarizou,[],2014-10-14 00:25:36+00:00,994,1045,[]
princessofcrazi,i just  feel  like i can't catch a break. #bipolar1 #hatethis #selfharm #sad #ithurts #mentalhealth #frustrated #trying #scars,no retweet username,"[{'text': 'bipolar1', 'indices': [42, 51]}, {'text': 'hatethis', 'indices': [52, 61]}, {'text': 'selfharm', 'indices': [62, 71]}, {'text': 'sad', 'indices': [72, 76]}, {'text': 'ithurts', 'indices': [77, 85]}, {'text': 'mentalhealth', 'indices': [86, 99]}, {'text': 'frustrated', 'indices': [100, 111]}, {'text': 'trying', 'indices': [112, 119]}, {'text': 'scars', 'indices': [120, 126]}]",2014-10-13 23:57:49+00:00,349,472,[]
GLEthnohistory,"@seandunham i cracked open two nuts today (one fresh, one partially cured) today w bipolar percussion. delicious!",no retweet username,[],2014-10-12 22:48:12+00:00,2222,3320,[]
FullGospel,"jesus hasn't 'cured' by bipolar he has walked along side me. we are not called to 'cure' we are called to love.
@mindandsouluk 
@vicarwill",likeablelyd,[],2014-10-12 22:37:58+00:00,5234,5763,[]
learningtofloat,"jesus hasn't 'cured' by bipolar he has walked along side me. we are not called to 'cure' we are called to love.
@mindandsouluk 
@vicarwill",likeablelyd,[],2014-10-12 18:20:04+00:00,1061,1745,[]
1guadafckinlupe,i get fucking wreckless... #bipolar1,no retweet username,"[{'text': 'bipolar1', 'indices': [27, 36]}]",2014-10-11 20:20:56+00:00,48,99,[]
agustinjanetti,@bipolar_dice que manía con querer lo que no nos conviene..,no retweet username,[],2014-10-11 17:59:26+00:00,9077,12034,[]
mindandsouluk,"jesus hasn't 'cured' by bipolar he has walked along side me. we are not called to 'cure' we are called to love.
@mindandsouluk 
@vicarwill",likeablelyd,[],2014-10-11 14:52:25+00:00,5735,2651,[]
likeablelyd,"jesus hasn't 'cured' by bipolar he has walked along side me. we are not called to 'cure' we are called to love.
@mindandsouluk 
@vicarwill",no retweet username,[],2014-10-11 14:34:23+00:00,89,295,[]
BipolarBlogger,"@organiclemon @pixiegirle @kristing63 i've never met a ""cured"" or ""healed"" bipolar, so i guess i don't really believe it's possible.",no retweet username,[],2014-10-11 11:55:26+00:00,19791,3618,[]
CoffeeEyes17,remeles laugh has cured my bipolar disorder,no retweet username,[],2014-10-08 13:58:58+00:00,333,431,[]
liIh8r,"me da mucha lata no poder usar las palabras ""bipolar"", ""manía""  ""histeria"",""psicópata""  como las usan  los mortales popularmente. #dsm #h8tr",no retweet username,"[{'text': 'DSM', 'indices': [130, 134]}, {'text': 'H8TR', 'indices': [135, 140]}]",2014-10-08 04:31:41+00:00,188,234,[]
OrlyRory,what if you went to a doctor to be treated for a bipolar disorder and you were cured and just became an irritable asshole 24/7?,no retweet username,[],2014-10-07 04:09:27+00:00,72,241,[]
bipolarwendy,"blog post: she's in mania, mania oh no~by wendy williamson http://t.co/iqf06examq #hope #mentalhealth #routine #sleep #meditate",bpHopeMag,"[{'text': 'hope', 'indices': [102, 107]}, {'text': 'mentalhealth', 'indices': [108, 121]}, {'text': 'routine', 'indices': [122, 130]}, {'text': 'sleep', 'indices': [131, 137]}]",2014-10-06 16:20:16+00:00,2157,1053,[]
KBuchanan,mission accomplished http://t.co/g0hojupkpi #bipolar #hypomania #recovery #blog #treatment #psychotherapy #depression #mentalhealth,no retweet username,"[{'text': 'bipolar', 'indices': [44, 52]}, {'text': 'hypomania', 'indices': [53, 63]}, {'text': 'recovery', 'indices': [64, 73]}, {'text': 'blog', 'indices': [74, 79]}, {'text': 'treatment', 'indices': [80, 90]}, {'text': 'psychotherapy', 'indices': [91, 105]}, {'text': 'depression', 'indices': [106, 117]}, {'text': 'mentalhealth', 'indices': [118, 131]}]",2014-09-05 04:28:11+00:00,70,157,[]
WheeledWonder_,last time i spoke to a wi group about my disability.. i apparently `cured someone's bipolar disorder.` no joke.. she told me that.,no retweet username,[],2014-09-04 21:52:24+00:00,2343,917,[]
ihateyrself,@_sickie_ @pbandjenelley_1 or at least keep track of yr lies. smdh it look like beef flaps had cured bipolar... lmfao... duh,no retweet username,[],2014-09-04 20:17:30+00:00,1867,724,['cured bipolar']
DemiDLoveyouBR,"""a gente tem mania de procurar a felicidade nas grandes coisas, e esquece que ela está no por do sol de..."" http://t.co/1knnuwypxf",no retweet username,[],2014-09-04 12:01:45+00:00,306,138,[]
Bananaship,99 problems. 78 of which could be cured with medication but eff that let's populate!! #saidnooneever #fu #fuckstigma #bipolar,no retweet username,"[{'text': 'SaidNoOneEver', 'indices': [86, 100]}, {'text': 'fu', 'indices': [101, 104]}, {'text': 'FuckStigma', 'indices': [105, 116]}, {'text': 'bipolar', 'indices': [117, 125]}]",2014-09-04 02:21:41+00:00,3,60,[]
IndysWendyRS,@mr_aly instead of joining groups why not learn updated research re my diagnosis of bipolar #1 no mania etc just chronic depression.,no retweet username,[],2014-09-03 13:36:07+00:00,4,8,[]
buddyismtv,"this is not a joke @stephenfry i've cured my bipolar, i'm a performer too and would love reveal what i've discovered http://t.co/vmvrqryj22",no retweet username,[],2014-09-02 11:47:58+00:00,184,317,[]
DvjStatic,"treatment.
bipolar disorder cannot be cured, but it can be treated effectively over the long-term.",Daniella_Dante,[],2014-08-27 07:28:41+00:00,2369,1113,[]
Daniella_Dante,"treatment.
bipolar disorder cannot be cured, but it can be treated effectively over the long-term.",no retweet username,[],2014-08-27 07:24:05+00:00,3872,2591,[]
thamiriscupcake,"pegando a mania do bipolar! 
um dia to bem, no outro nao vem que não tem.",no retweet username,[],2014-08-26 13:43:04+00:00,170,239,[]
Alanod_alN,"@66_rapunzel no, i mean covering for a certain stage of the complex luv .. anyway, luv contains on effort more than bipolar mania ♧_",no retweet username,[],2014-08-26 13:00:22+00:00,1122,1411,[]
jonnyx_official,fuck the world i don't need to be cured. #bipolar is a gift.,no retweet username,"[{'text': 'bipolar', 'indices': [41, 49]}]",2014-08-24 00:03:48+00:00,326,1827,[]
BTdocs,"even if schizophrenia, bipolar disorder and depression were cured, our society's problem of violence would... http://t.co/8tvyoggoyx",FoundationforMH,[],2014-08-21 23:18:08+00:00,2086,1676,[]
giomarcondess,"aí eu vou ler a bula e...:""estabilizador do humor no tratamento psiquiátrico de estados de mania e distúrbio bipolar.""",no retweet username,[],2014-08-21 23:02:16+00:00,665,513,[]
FoundationforMH,"even if schizophrenia, bipolar disorder and depression were cured, our society's problem of violence would... http://t.co/8tvyoggoyx",no retweet username,[],2014-08-21 22:30:03+00:00,903,584,[]
BuyHerBeads,no no no https://t.co/bkzll11g0m amy winehouse rehab #nightowl #intothemorning #borderline #bipolar #music #mania #anxiety #nonono,no retweet username,"[{'text': 'NightOwl', 'indices': [53, 62]}, {'text': 'intothemorning', 'indices': [63, 78]}, {'text': 'borderline', 'indices': [79, 90]}, {'text': 'bipolar', 'indices': [91, 99]}, {'text': 'music', 'indices': [100, 106]}, {'text': 'mania', 'indices': [107, 113]}, {'text': 'anxiety', 'indices': [114, 122]}, {'text': 'nonono', 'indices': [123, 130]}]",2014-08-21 10:11:35+00:00,1270,665,[]
peperomiataylor,"some of my thoughts after seeing a post about someone that was supposedly ""cured"" of bipolar disorder by raw eating.. http://t.co/j142vcmiqk",no retweet username,[],2014-08-21 07:23:15+00:00,87,304,[]
BProllercoaster,"there's no feeling more messed up than going from hard core, deep depression to bursting with energy in the span of a week. #bipolar #mania",no retweet username,"[{'text': 'bipolar', 'indices': [124, 132]}, {'text': 'mania', 'indices': [133, 139]}]",2014-08-16 09:15:38+00:00,602,238,[]
AkeelaNTheBee,they just said he was in the early stages of parkinson's . rt @irepshanneh: @akeelanthebee no but he had bipolar 1 disorder,no retweet username,[],2014-08-15 21:05:56+00:00,1390,524,[]
FebruaryGrace,i blog a lot about my struggles with #bipolar1 #ptsd #ocd :how sometimes meds prevent me from writing. http://t.co/ciyhvs4ebb  #nalitchat,no retweet username,"[{'text': 'Bipolar1', 'indices': [37, 46]}, {'text': 'PTSD', 'indices': [47, 52]}, {'text': 'OCD', 'indices': [53, 57]}, {'text': 'NAlitchat', 'indices': [127, 137]}]",2014-08-15 01:16:58+00:00,2963,2257,[]
malizard666,"there's nearly no talk of bipolar disorder in the media, and when there is, they only talk about the mania (inaccurately) and not depression",no retweet username,[],2014-08-13 05:04:01+00:00,734,550,[]
rebkchoo,@drdrewhln robin had bipolar disorder. no one is talking about this. his mania was part of his creativity,no retweet username,[],2014-08-13 01:27:04+00:00,1,1,[]
DrVaillancourt,mental illness is no joking matter. robin williams suffered from bipolar disorder. http://t.co/k8lth3t9nz http://t.co/urwdr5cnjg,no retweet username,[],2014-08-12 15:24:58+00:00,47,6,[]
yumroni,"lawyer: no drugs, booze in woman beaten by police officer: pinnock has been diagnosed with bipolar disorder an... http://t.co/hna0esiae8",no retweet username,[],2014-08-12 11:17:57+00:00,41021,26795,[]
callaghanr98,suicide is the no.1 cause of premature death for people with bipolar disorder. 15% take their own lives #bipolar #suicide #notgoodenough,sineadhfallon,"[{'text': 'bipolar', 'indices': [123, 131]}]",2014-08-12 01:14:16+00:00,18,399,[]
sineadhfallon,suicide is the no.1 cause of premature death for people with bipolar disorder. 15% take their own lives #bipolar #suicide #notgoodenough,no retweet username,"[{'text': 'bipolar', 'indices': [104, 112]}, {'text': 'suicide', 'indices': [113, 121]}, {'text': 'notgoodenough', 'indices': [122, 136]}]",2014-08-12 01:09:22+00:00,1047,2118,[]
ambersmb,@robinwilliams just realized you were in jumanji and you're gone. you're gone because of the sickness you had that cant be cured🙏 #bipolar,no retweet username,"[{'text': 'bipolar', 'indices': [130, 138]}]",2014-08-12 00:26:54+00:00,338,255,[]
Nan_Imburgia,@jonrottenberg @peerin2wellness no &amp; neither with bipolar disorder!  i love mania cause it gives me so much energy which depression saps!,no retweet username,[],2014-08-10 17:53:50+00:00,327,470,[]
cintecomadrid,la persona que se encuentra en una fase de manía típicamente no entiende que tenga ningún problema. http://t.co/fomp0hvs13,no retweet username,[],2014-08-10 14:30:38+00:00,1090,1787,[]
EmmaHurt1976,"@bipolaruk 20 for me. now diagnosed as dangerously low b12 def, pernicious anemia this presents as bipolar. since having b12 shots, no mania",JaneHards,[],2014-08-07 07:00:38+00:00,125,230,[]
JaneStRetCP,"@bipolaruk 20 for me. now diagnosed as dangerously low b12 def, pernicious anemia this presents as bipolar. since having b12 shots, no mania",JaneHards,[],2014-08-06 21:41:44+00:00,5446,5989,[]
JaneHards,"@bipolaruk 20 for me. now diagnosed as dangerously low b12 def, pernicious anemia this presents as bipolar. since having b12 shots, no mania",no retweet username,[],2014-08-06 15:48:24+00:00,633,1145,[]
invinciblog,"@anunande @goonerdave66 @wellmington hopefully we've cured ourselves of the bipolar performances. great post, anu.",no retweet username,[],2014-08-05 16:48:54+00:00,5696,592,[]
keichan0420,"is there a place where bipolar disorder is cured in psychiatric where in the world?
i'd like to know if you have them.",no retweet username,[],2014-08-04 12:23:44+00:00,211,78,[]
umedesigns,is there a cure for mental illness? #bipolar1 #risperidone #ephilim #jesusheals,no retweet username,"[{'text': 'bipolar1', 'indices': [36, 45]}, {'text': 'risperidone', 'indices': [46, 58]}, {'text': 'ephilim', 'indices': [59, 67]}, {'text': 'jesusheals', 'indices': [68, 79]}]",2014-08-02 10:58:53+00:00,28,140,[]
Biolady99,"weekly shared tweet from a bipolar disorder perspective- best week so far..only 1 down which lasted less than 10 minutes, no highs so :)",no retweet username,[],2014-08-01 18:12:35+00:00,963,1723,[]
lacieroot,he is no where near close to sleep yet! #bipolar #bipolarprobs #mania #manic #my11yearoldwontsleep,no retweet username,"[{'text': 'bipolar', 'indices': [40, 48]}, {'text': 'bipolarprobs', 'indices': [49, 62]}, {'text': 'mania', 'indices': [63, 69]}, {'text': 'manic', 'indices': [70, 76]}, {'text': 'my11yearoldwontsleep', 'indices': [77, 98]}]",2014-08-01 10:33:47+00:00,55,208,[]
